gene,sample,cancer_type,expression
HAVCR2,TCGA-MP-A4TD-01A,Lung Adenocarcinoma (TCGA),7.1692
HAVCR2,TCGA-MP-A4TE-01A,Lung Adenocarcinoma (TCGA),2.041
HAVCR2,TCGA-MP-A4TF-01A,Lung Adenocarcinoma (TCGA),7.8223
HAVCR2,TCGA-MP-A4TH-01A,Lung Adenocarcinoma (TCGA),13.1229
HAVCR2,TCGA-MP-A4TI-01A,Lung Adenocarcinoma (TCGA),49.8634
HAVCR2,TCGA-MP-A4TJ-01A,Lung Adenocarcinoma (TCGA),21.7045
HAVCR2,TCGA-MP-A4TK-01A,Lung Adenocarcinoma (TCGA),21.5822
HAVCR2,TCGA-MP-A5C7-01A,Lung Adenocarcinoma (TCGA),2.7197
HAVCR2,TCGA-NJ-A4YF-01A,Lung Adenocarcinoma (TCGA),4.5362
HAVCR2,TCGA-NJ-A4YG-01A,Lung Adenocarcinoma (TCGA),17.5455
HAVCR2,TCGA-NJ-A4YI-01A,Lung Adenocarcinoma (TCGA),17.8634
HAVCR2,TCGA-NJ-A4YP-01A,Lung Adenocarcinoma (TCGA),10.6662
HAVCR2,TCGA-NJ-A4YQ-01A,Lung Adenocarcinoma (TCGA),12.6517
HAVCR2,TCGA-NJ-A55A-01A,Lung Adenocarcinoma (TCGA),13.2217
HAVCR2,TCGA-NJ-A55O-01A,Lung Adenocarcinoma (TCGA),19.8859
HAVCR2,TCGA-NJ-A55R-01A,Lung Adenocarcinoma (TCGA),4.3875
HAVCR2,TCGA-NJ-A7XG-01A,Lung Adenocarcinoma (TCGA),3.3499
HAVCR2,TCGA-O1-A52J-01A,Lung Adenocarcinoma (TCGA),26.8542
HAVCR2,TCGA-S2-AA1A-01A,Lung Adenocarcinoma (TCGA),8.8061
HAVCR2,L400,Lung Adenocarcinoma (validation),58.7418
HAVCR2,L401,Lung Adenocarcinoma (validation),14.6039
HAVCR2,L404,Lung Adenocarcinoma (validation),42.981
HAVCR2,L413,Lung Adenocarcinoma (validation),44.8012
HAVCR2,L439,Lung Adenocarcinoma (validation),13.1051
HAVCR2,L440,Lung Adenocarcinoma (validation),18.3838
HAVCR2,L446,Lung Adenocarcinoma (validation),40.1971
HAVCR2,L455,Lung Adenocarcinoma (validation),44.1804
HAVCR2,L458,Lung Adenocarcinoma (validation),55.2161
HAVCR2,L462,Lung Adenocarcinoma (validation),48.8131
HAVCR2,L473,Lung Adenocarcinoma (validation),18.1888
HAVCR2,L484,Lung Adenocarcinoma (validation),18.8916
HAVCR2,L493,Lung Adenocarcinoma (validation),33.1776
HAVCR2,L504,Lung Adenocarcinoma (validation),18.8608
HAVCR2,L511,Lung Adenocarcinoma (validation),10.194
HAVCR2,L530,Lung Adenocarcinoma (validation),40.2703
HAVCR2,L531,Lung Adenocarcinoma (validation),16.8437
HAVCR2,L532,Lung Adenocarcinoma (validation),23.2883
HAVCR2,L541,Lung Adenocarcinoma (validation),27.0662
HAVCR2,L543,Lung Adenocarcinoma (validation),35.2766
HAVCR2,L545,Lung Adenocarcinoma (validation),19.9028
HAVCR2,L546,Lung Adenocarcinoma (validation),20.7694
HAVCR2,L551,Lung Adenocarcinoma (validation),31.2204
HAVCR2,L557,Lung Adenocarcinoma (validation),48.6447
HAVCR2,L561,Lung Adenocarcinoma (validation),15.0607
HAVCR2,L565,Lung Adenocarcinoma (validation),20.5283
HAVCR2,L566,Lung Adenocarcinoma (validation),23.6725
HAVCR2,L567,Lung Adenocarcinoma (validation),22.6716
HAVCR2,L569,Lung Adenocarcinoma (validation),48.0526
HAVCR2,L585,Lung Adenocarcinoma (validation),32.0055
HAVCR2,L593,Lung Adenocarcinoma (validation),19.4217
HAVCR2,L596,Lung Adenocarcinoma (validation),42.0638
HAVCR2,L599,Lung Adenocarcinoma (validation),16.3918
HAVCR2,L601,Lung Adenocarcinoma (validation),38.61
HAVCR2,L602,Lung Adenocarcinoma (validation),8.2884
HAVCR2,L603,Lung Adenocarcinoma (validation),18.4937
HAVCR2,L605,Lung Adenocarcinoma (validation),32.1014
HAVCR2,L606,Lung Adenocarcinoma (validation),13.8642
HAVCR2,L607,Lung Adenocarcinoma (validation),23.5038
HAVCR2,L612,Lung Adenocarcinoma (validation),16.727
HAVCR2,L613,Lung Adenocarcinoma (validation),14.9025
HAVCR2,L616,Lung Adenocarcinoma (validation),26.7486
HAVCR2,L617,Lung Adenocarcinoma (validation),44.6278
HAVCR2,L619,Lung Adenocarcinoma (validation),33.9465
HAVCR2,L620,Lung Adenocarcinoma (validation),22.7408
HAVCR2,L621,Lung Adenocarcinoma (validation),42.5677
HAVCR2,L626,Lung Adenocarcinoma (validation),42.2582
HAVCR2,L630,Lung Adenocarcinoma (validation),37.1115
HAVCR2,L638,Lung Adenocarcinoma (validation),15.5522
HAVCR2,L656,Lung Adenocarcinoma (validation),35.3442
HAVCR2,L662,Lung Adenocarcinoma (validation),37.686
HAVCR2,L663,Lung Adenocarcinoma (validation),35.4448
HAVCR2,L673,Lung Adenocarcinoma (validation),34.2945
HAVCR2,L678,Lung Adenocarcinoma (validation),44.8044
HAVCR2,L682,Lung Adenocarcinoma (validation),42.9479
HAVCR2,L683,Lung Adenocarcinoma (validation),24.5373
HAVCR2,L688,Lung Adenocarcinoma (validation),31.4602
HAVCR2,L689,Lung Adenocarcinoma (validation),17.8589
HAVCR2,L695,Lung Adenocarcinoma (validation),33.5884
HAVCR2,L703,Lung Adenocarcinoma (validation),37.8167
HAVCR2,L710,Lung Adenocarcinoma (validation),12.1461
HAVCR2,L725,Lung Adenocarcinoma (validation),19.7486
HAVCR2,L728,Lung Adenocarcinoma (validation),33.7323
HAVCR2,L731,Lung Adenocarcinoma (validation),32.4648
HAVCR2,L735,Lung Adenocarcinoma (validation),36.8078
HAVCR2,L738,Lung Adenocarcinoma (validation),27.3455
HAVCR2,L746,Lung Adenocarcinoma (validation),23.0676
HAVCR2,L749,Lung Adenocarcinoma (validation),52.5191
HAVCR2,L752,Lung Adenocarcinoma (validation),33.719
HAVCR2,L764,Lung Adenocarcinoma (validation),10.8099
HAVCR2,L766,Lung Adenocarcinoma (validation),97.9247
HAVCR2,L768,Lung Adenocarcinoma (validation),33.7762
HAVCR2,L773,Lung Adenocarcinoma (validation),26.8911
HAVCR2,L778,Lung Adenocarcinoma (validation),33.4052
HAVCR2,L782,Lung Adenocarcinoma (validation),6.8984
HAVCR2,L791,Lung Adenocarcinoma (validation),31.6346
HAVCR2,L800,Lung Adenocarcinoma (validation),35.8032
HAVCR2,L802,Lung Adenocarcinoma (validation),67.5587
HAVCR2,L808,Lung Adenocarcinoma (validation),69.8394
HAVCR2,L810,Lung Adenocarcinoma (validation),34.9458
HAVCR2,L814,Lung Adenocarcinoma (validation),9.5188
HAVCR2,L816,Lung Adenocarcinoma (validation),32.7298
HAVCR2,L826,Lung Adenocarcinoma (validation),35.938
HAVCR2,L827,Lung Adenocarcinoma (validation),52.2127
HAVCR2,L828,Lung Adenocarcinoma (validation),88.545
HAVCR2,L829,Lung Adenocarcinoma (validation),17.7824
HAVCR2,L831,Lung Adenocarcinoma (validation),36.4059
HAVCR2,L832,Lung Adenocarcinoma (validation),32.5815
HAVCR2,L838,Lung Adenocarcinoma (validation),20.4021
HAVCR2,L842,Lung Adenocarcinoma (validation),8.375
HAVCR2,L850,Lung Adenocarcinoma (validation),20.6994
HAVCR2,L851,Lung Adenocarcinoma (validation),17.4306
HAVCR2,L865,Lung Adenocarcinoma (validation),77.0862
HAVCR2,L867,Lung Adenocarcinoma (validation),20.6037
HAVCR2,L871,Lung Adenocarcinoma (validation),60.3956
HAVCR2,L872,Lung Adenocarcinoma (validation),40.3174
HAVCR2,L873,Lung Adenocarcinoma (validation),9.9108
HAVCR2,L874,Lung Adenocarcinoma (validation),27.525
HAVCR2,L875,Lung Adenocarcinoma (validation),50.3567
HAVCR2,L877,Lung Adenocarcinoma (validation),50.4377
HAVCR2,L879,Lung Adenocarcinoma (validation),44.1942
HAVCR2,L880,Lung Adenocarcinoma (validation),17.1504
HAVCR2,L885,Lung Adenocarcinoma (validation),39.824
HAVCR2,L887,Lung Adenocarcinoma (validation),60.1928
HAVCR2,L890,Lung Adenocarcinoma (validation),61.053
HAVCR2,TCGA-18-3406-01A,Lung Squamous Cell Carcinoma (TCGA),11.062
HAVCR2,TCGA-18-3407-01A,Lung Squamous Cell Carcinoma (TCGA),8.9261
HAVCR2,TCGA-18-3408-01A,Lung Squamous Cell Carcinoma (TCGA),16.7288
HAVCR2,TCGA-18-3409-01A,Lung Squamous Cell Carcinoma (TCGA),29.9911
HAVCR2,TCGA-18-3410-01A,Lung Squamous Cell Carcinoma (TCGA),20.3584
HAVCR2,TCGA-18-3411-01A,Lung Squamous Cell Carcinoma (TCGA),22.5981
HAVCR2,TCGA-18-3412-01A,Lung Squamous Cell Carcinoma (TCGA),9.6732
HAVCR2,TCGA-18-3414-01A,Lung Squamous Cell Carcinoma (TCGA),9.5699
HAVCR2,TCGA-18-3415-01A,Lung Squamous Cell Carcinoma (TCGA),12.399
HAVCR2,TCGA-18-3416-01A,Lung Squamous Cell Carcinoma (TCGA),27.7053
HAVCR2,TCGA-18-3417-01A,Lung Squamous Cell Carcinoma (TCGA),8.6765
HAVCR2,TCGA-18-3419-01A,Lung Squamous Cell Carcinoma (TCGA),12.0229
HAVCR2,TCGA-18-3421-01A,Lung Squamous Cell Carcinoma (TCGA),8.9571
HAVCR2,TCGA-18-4083-01A,Lung Squamous Cell Carcinoma (TCGA),11.038
HAVCR2,TCGA-18-4086-01A,Lung Squamous Cell Carcinoma (TCGA),11.6774
HAVCR2,TCGA-18-4721-01A,Lung Squamous Cell Carcinoma (TCGA),22.7638
HAVCR2,TCGA-18-5592-01A,Lung Squamous Cell Carcinoma (TCGA),7.552
HAVCR2,TCGA-18-5595-01A,Lung Squamous Cell Carcinoma (TCGA),3.1075
HAVCR2,TCGA-21-1070-01A,Lung Squamous Cell Carcinoma (TCGA),14.9584
HAVCR2,TCGA-21-1071-01A,Lung Squamous Cell Carcinoma (TCGA),13.5921
HAVCR2,TCGA-21-1072-01A,Lung Squamous Cell Carcinoma (TCGA),7.8992
HAVCR2,TCGA-21-1075-01A,Lung Squamous Cell Carcinoma (TCGA),1.782
HAVCR2,TCGA-21-1076-01A,Lung Squamous Cell Carcinoma (TCGA),56.5717
HAVCR2,TCGA-21-1077-01A,Lung Squamous Cell Carcinoma (TCGA),7.5061
HAVCR2,TCGA-21-1078-01A,Lung Squamous Cell Carcinoma (TCGA),2.4304
HAVCR2,TCGA-21-1079-01A,Lung Squamous Cell Carcinoma (TCGA),6.7837
HAVCR2,TCGA-21-1080-01A,Lung Squamous Cell Carcinoma (TCGA),9.1554
HAVCR2,TCGA-21-1081-01A,Lung Squamous Cell Carcinoma (TCGA),4.2498
HAVCR2,TCGA-21-1082-01A,Lung Squamous Cell Carcinoma (TCGA),11.3429
HAVCR2,TCGA-21-1083-01A,Lung Squamous Cell Carcinoma (TCGA),19.2847
HAVCR2,TCGA-21-5782-01A,Lung Squamous Cell Carcinoma (TCGA),5.6924
HAVCR2,TCGA-21-5783-01A,Lung Squamous Cell Carcinoma (TCGA),6.2841
HAVCR2,TCGA-21-5784-01A,Lung Squamous Cell Carcinoma (TCGA),10.6269
HAVCR2,TCGA-21-5786-01A,Lung Squamous Cell Carcinoma (TCGA),4.2624
HAVCR2,TCGA-21-5787-01A,Lung Squamous Cell Carcinoma (TCGA),28.0023
HAVCR2,TCGA-21-A5DI-01A,Lung Squamous Cell Carcinoma (TCGA),2.3066
HAVCR2,TCGA-22-0940-01A,Lung Squamous Cell Carcinoma (TCGA),27.8752
HAVCR2,TCGA-22-0944-01A,Lung Squamous Cell Carcinoma (TCGA),2.6434
HAVCR2,TCGA-22-1000-01A,Lung Squamous Cell Carcinoma (TCGA),30.844
HAVCR2,TCGA-22-1002-01A,Lung Squamous Cell Carcinoma (TCGA),8.8181
HAVCR2,TCGA-22-1005-01A,Lung Squamous Cell Carcinoma (TCGA),9.8353
HAVCR2,TCGA-22-1011-01A,Lung Squamous Cell Carcinoma (TCGA),6.2142
HAVCR2,TCGA-22-1012-01A,Lung Squamous Cell Carcinoma (TCGA),7.8728
HAVCR2,TCGA-22-1016-01A,Lung Squamous Cell Carcinoma (TCGA),39.2866
HAVCR2,TCGA-22-1017-01A,Lung Squamous Cell Carcinoma (TCGA),15.7924
HAVCR2,TCGA-22-4591-01A,Lung Squamous Cell Carcinoma (TCGA),7.5321
HAVCR2,TCGA-22-4593-01A,Lung Squamous Cell Carcinoma (TCGA),4.543
HAVCR2,TCGA-22-4594-01A,Lung Squamous Cell Carcinoma (TCGA),11.4469
HAVCR2,TCGA-22-4595-01A,Lung Squamous Cell Carcinoma (TCGA),17.2313
HAVCR2,TCGA-22-4596-01A,Lung Squamous Cell Carcinoma (TCGA),37.592
HAVCR2,TCGA-22-4599-01A,Lung Squamous Cell Carcinoma (TCGA),26.3715
HAVCR2,TCGA-22-4601-01A,Lung Squamous Cell Carcinoma (TCGA),9.4471
HAVCR2,TCGA-22-4604-01A,Lung Squamous Cell Carcinoma (TCGA),20.6464
HAVCR2,TCGA-22-4605-01A,Lung Squamous Cell Carcinoma (TCGA),21.7256
HAVCR2,TCGA-22-4607-01A,Lung Squamous Cell Carcinoma (TCGA),6.6885
HAVCR2,TCGA-22-4609-01A,Lung Squamous Cell Carcinoma (TCGA),27.1386
HAVCR2,TCGA-22-4613-01A,Lung Squamous Cell Carcinoma (TCGA),18.8107
HAVCR2,TCGA-22-5471-01A,Lung Squamous Cell Carcinoma (TCGA),18.9358
HAVCR2,TCGA-22-5472-01A,Lung Squamous Cell Carcinoma (TCGA),16.0869
HAVCR2,TCGA-22-5473-01A,Lung Squamous Cell Carcinoma (TCGA),8.2988
HAVCR2,TCGA-22-5474-01A,Lung Squamous Cell Carcinoma (TCGA),22.6298
HAVCR2,TCGA-22-5477-01A,Lung Squamous Cell Carcinoma (TCGA),8.0136
HAVCR2,TCGA-22-5478-01A,Lung Squamous Cell Carcinoma (TCGA),9.614
HAVCR2,TCGA-22-5479-01A,Lung Squamous Cell Carcinoma (TCGA),6.9442
HAVCR2,TCGA-22-5480-01A,Lung Squamous Cell Carcinoma (TCGA),13.5948
HAVCR2,TCGA-22-5481-01A,Lung Squamous Cell Carcinoma (TCGA),7.3073
HAVCR2,TCGA-22-5482-01A,Lung Squamous Cell Carcinoma (TCGA),4.3341
HAVCR2,TCGA-22-5483-01A,Lung Squamous Cell Carcinoma (TCGA),16.6892
HAVCR2,TCGA-22-5485-01A,Lung Squamous Cell Carcinoma (TCGA),8.5085
HAVCR2,TCGA-22-5489-01A,Lung Squamous Cell Carcinoma (TCGA),15.7792
HAVCR2,TCGA-22-5491-01A,Lung Squamous Cell Carcinoma (TCGA),5.9706
HAVCR2,TCGA-22-5492-01A,Lung Squamous Cell Carcinoma (TCGA),21.2029
HAVCR2,TCGA-22-A5C4-01A,Lung Squamous Cell Carcinoma (TCGA),8.2504
HAVCR2,TCGA-33-4532-01A,Lung Squamous Cell Carcinoma (TCGA),4.6748
HAVCR2,TCGA-33-4533-01A,Lung Squamous Cell Carcinoma (TCGA),6.947
HAVCR2,TCGA-33-4538-01A,Lung Squamous Cell Carcinoma (TCGA),7.9089
HAVCR2,TCGA-33-4547-01A,Lung Squamous Cell Carcinoma (TCGA),7.6202
HAVCR2,TCGA-33-4566-01A,Lung Squamous Cell Carcinoma (TCGA),16.7742
HAVCR2,TCGA-33-4582-01A,Lung Squamous Cell Carcinoma (TCGA),2.858
HAVCR2,TCGA-33-4583-01A,Lung Squamous Cell Carcinoma (TCGA),7.0482
HAVCR2,TCGA-33-4586-01A,Lung Squamous Cell Carcinoma (TCGA),5.3118
HAVCR2,TCGA-33-4587-01A,Lung Squamous Cell Carcinoma (TCGA),7.4912
HAVCR2,TCGA-33-4589-01A,Lung Squamous Cell Carcinoma (TCGA),11.3818
HAVCR2,TCGA-33-6737-01A,Lung Squamous Cell Carcinoma (TCGA),8.1029
HAVCR2,TCGA-33-6738-01A,Lung Squamous Cell Carcinoma (TCGA),3.9606
HAVCR2,TCGA-33-A4WN-01A,Lung Squamous Cell Carcinoma (TCGA),4.5168
HAVCR2,TCGA-33-A5GW-01A,Lung Squamous Cell Carcinoma (TCGA),1.9934
HAVCR2,TCGA-33-AAS8-01A,Lung Squamous Cell Carcinoma (TCGA),2.8447
HAVCR2,TCGA-33-AASB-01A,Lung Squamous Cell Carcinoma (TCGA),2.1455
HAVCR2,TCGA-33-AASD-01A,Lung Squamous Cell Carcinoma (TCGA),4.6552
HAVCR2,TCGA-33-AASI-01A,Lung Squamous Cell Carcinoma (TCGA),4.5055
HAVCR2,TCGA-33-AASJ-01A,Lung Squamous Cell Carcinoma (TCGA),3.3676
HAVCR2,TCGA-33-AASL-01A,Lung Squamous Cell Carcinoma (TCGA),4.1294
HAVCR2,TCGA-34-2596-01A,Lung Squamous Cell Carcinoma (TCGA),10.0354
HAVCR2,TCGA-34-2600-01A,Lung Squamous Cell Carcinoma (TCGA),3.4686
HAVCR2,TCGA-34-2608-01A,Lung Squamous Cell Carcinoma (TCGA),18.1359
HAVCR2,TCGA-34-5231-01A,Lung Squamous Cell Carcinoma (TCGA),6.3236
HAVCR2,TCGA-34-5232-01A,Lung Squamous Cell Carcinoma (TCGA),12.8105
HAVCR2,TCGA-34-5234-01A,Lung Squamous Cell Carcinoma (TCGA),17.133
HAVCR2,TCGA-34-5236-01A,Lung Squamous Cell Carcinoma (TCGA),16.9711
HAVCR2,TCGA-34-5239-01A,Lung Squamous Cell Carcinoma (TCGA),18.5825
HAVCR2,TCGA-34-5240-01A,Lung Squamous Cell Carcinoma (TCGA),12.8985
HAVCR2,TCGA-34-5241-01A,Lung Squamous Cell Carcinoma (TCGA),20.3885
HAVCR2,TCGA-34-5927-01A,Lung Squamous Cell Carcinoma (TCGA),4.5566
HAVCR2,TCGA-34-5928-01A,Lung Squamous Cell Carcinoma (TCGA),13.385
HAVCR2,TCGA-34-5929-01A,Lung Squamous Cell Carcinoma (TCGA),11.3154
HAVCR2,TCGA-34-7107-01A,Lung Squamous Cell Carcinoma (TCGA),10.8343
HAVCR2,TCGA-34-8454-01A,Lung Squamous Cell Carcinoma (TCGA),15.9865
HAVCR2,TCGA-34-8455-01A,Lung Squamous Cell Carcinoma (TCGA),5.127
HAVCR2,TCGA-34-8456-01A,Lung Squamous Cell Carcinoma (TCGA),8.1062
HAVCR2,TCGA-34-A5IX-01A,Lung Squamous Cell Carcinoma (TCGA),4.2777
HAVCR2,TCGA-37-3783-01A,Lung Squamous Cell Carcinoma (TCGA),17.6153
HAVCR2,TCGA-37-3789-01A,Lung Squamous Cell Carcinoma (TCGA),16.4477
HAVCR2,TCGA-37-3792-01A,Lung Squamous Cell Carcinoma (TCGA),62.4175
HAVCR2,TCGA-37-4129-01A,Lung Squamous Cell Carcinoma (TCGA),4.4919
HAVCR2,TCGA-37-4130-01A,Lung Squamous Cell Carcinoma (TCGA),19.8473
HAVCR2,TCGA-37-4132-01A,Lung Squamous Cell Carcinoma (TCGA),11.7772
HAVCR2,TCGA-37-4133-01A,Lung Squamous Cell Carcinoma (TCGA),12.2592
HAVCR2,TCGA-37-4135-01A,Lung Squamous Cell Carcinoma (TCGA),10.3125
HAVCR2,TCGA-37-4141-01A,Lung Squamous Cell Carcinoma (TCGA),13.0528
HAVCR2,TCGA-37-5819-01A,Lung Squamous Cell Carcinoma (TCGA),4.1506
HAVCR2,TCGA-37-A5EL-01A,Lung Squamous Cell Carcinoma (TCGA),4.591
HAVCR2,TCGA-37-A5EM-01A,Lung Squamous Cell Carcinoma (TCGA),18.9671
HAVCR2,TCGA-37-A5EN-01A,Lung Squamous Cell Carcinoma (TCGA),4.8998
HAVCR2,TCGA-39-5011-01A,Lung Squamous Cell Carcinoma (TCGA),31.4038
HAVCR2,TCGA-39-5016-01A,Lung Squamous Cell Carcinoma (TCGA),16.7396
HAVCR2,TCGA-39-5019-01A,Lung Squamous Cell Carcinoma (TCGA),10.7557
HAVCR2,TCGA-39-5021-01A,Lung Squamous Cell Carcinoma (TCGA),13.6008
HAVCR2,TCGA-39-5022-01A,Lung Squamous Cell Carcinoma (TCGA),18.3552
HAVCR2,TCGA-39-5024-01A,Lung Squamous Cell Carcinoma (TCGA),3.8752
HAVCR2,TCGA-39-5027-01A,Lung Squamous Cell Carcinoma (TCGA),1.79
HAVCR2,TCGA-39-5028-01A,Lung Squamous Cell Carcinoma (TCGA),10.7329
HAVCR2,TCGA-39-5029-01A,Lung Squamous Cell Carcinoma (TCGA),13.6471
HAVCR2,TCGA-39-5030-01A,Lung Squamous Cell Carcinoma (TCGA),17.581
HAVCR2,TCGA-39-5031-01A,Lung Squamous Cell Carcinoma (TCGA),13.9556
HAVCR2,TCGA-39-5034-01A,Lung Squamous Cell Carcinoma (TCGA),8.4328
HAVCR2,TCGA-39-5035-01A,Lung Squamous Cell Carcinoma (TCGA),14.4005
HAVCR2,TCGA-39-5036-01A,Lung Squamous Cell Carcinoma (TCGA),4.9181
HAVCR2,TCGA-39-5037-01A,Lung Squamous Cell Carcinoma (TCGA),0.9755
HAVCR2,TCGA-39-5039-01A,Lung Squamous Cell Carcinoma (TCGA),7.1455
HAVCR2,TCGA-39-5040-01A,Lung Squamous Cell Carcinoma (TCGA),7.7477
HAVCR2,TCGA-43-2576-01A,Lung Squamous Cell Carcinoma (TCGA),18.9438
HAVCR2,TCGA-43-2578-01A,Lung Squamous Cell Carcinoma (TCGA),11.5332
HAVCR2,TCGA-43-2581-01A,Lung Squamous Cell Carcinoma (TCGA),37.5494
HAVCR2,TCGA-43-3394-01A,Lung Squamous Cell Carcinoma (TCGA),8.6288
HAVCR2,TCGA-43-3920-01A,Lung Squamous Cell Carcinoma (TCGA),12.8474
HAVCR2,TCGA-43-5668-01A,Lung Squamous Cell Carcinoma (TCGA),31.0601
HAVCR2,TCGA-43-5670-01A,Lung Squamous Cell Carcinoma (TCGA),1.048
HAVCR2,TCGA-43-6143-01A,Lung Squamous Cell Carcinoma (TCGA),9.3438
HAVCR2,TCGA-43-6647-01A,Lung Squamous Cell Carcinoma (TCGA),15.1381
HAVCR2,TCGA-43-6770-01A,Lung Squamous Cell Carcinoma (TCGA),11.9687
HAVCR2,TCGA-43-6771-01A,Lung Squamous Cell Carcinoma (TCGA),7.8236
HAVCR2,TCGA-43-6773-01A,Lung Squamous Cell Carcinoma (TCGA),8.7072
HAVCR2,TCGA-43-7656-01A,Lung Squamous Cell Carcinoma (TCGA),10.6837
HAVCR2,TCGA-43-7657-01A,Lung Squamous Cell Carcinoma (TCGA),4.777
HAVCR2,TCGA-43-7658-01A,Lung Squamous Cell Carcinoma (TCGA),27.6045
HAVCR2,TCGA-43-8115-01A,Lung Squamous Cell Carcinoma (TCGA),30.3058
HAVCR2,TCGA-43-8116-01A,Lung Squamous Cell Carcinoma (TCGA),6.7049
HAVCR2,TCGA-43-8118-01A,Lung Squamous Cell Carcinoma (TCGA),22.2845
HAVCR2,TCGA-43-A474-01A,Lung Squamous Cell Carcinoma (TCGA),1.3917
HAVCR2,TCGA-43-A475-01A,Lung Squamous Cell Carcinoma (TCGA),34.6396
HAVCR2,TCGA-43-A56U-01A,Lung Squamous Cell Carcinoma (TCGA),9.0071
HAVCR2,TCGA-43-A56V-01A,Lung Squamous Cell Carcinoma (TCGA),4.6995
HAVCR2,TCGA-46-3765-01A,Lung Squamous Cell Carcinoma (TCGA),9.7982
HAVCR2,TCGA-46-3766-01A,Lung Squamous Cell Carcinoma (TCGA),22.3767
HAVCR2,TCGA-46-3767-01A,Lung Squamous Cell Carcinoma (TCGA),20.0727
HAVCR2,TCGA-46-3768-01A,Lung Squamous Cell Carcinoma (TCGA),15.265
HAVCR2,TCGA-46-3769-01A,Lung Squamous Cell Carcinoma (TCGA),30.6223
HAVCR2,TCGA-46-6025-01A,Lung Squamous Cell Carcinoma (TCGA),4.6459
HAVCR2,TCGA-46-6026-01A,Lung Squamous Cell Carcinoma (TCGA),3.0805
HAVCR2,TCGA-51-4079-01A,Lung Squamous Cell Carcinoma (TCGA),11.9596
HAVCR2,TCGA-51-4080-01A,Lung Squamous Cell Carcinoma (TCGA),6.1373
HAVCR2,TCGA-51-4081-01A,Lung Squamous Cell Carcinoma (TCGA),4.8595
HAVCR2,TCGA-51-6867-01A,Lung Squamous Cell Carcinoma (TCGA),9.9936
HAVCR2,TCGA-52-7622-01A,Lung Squamous Cell Carcinoma (TCGA),19.981
HAVCR2,TCGA-52-7809-01A,Lung Squamous Cell Carcinoma (TCGA),5.767
HAVCR2,TCGA-52-7810-01A,Lung Squamous Cell Carcinoma (TCGA),1.8814
HAVCR2,TCGA-52-7811-01A,Lung Squamous Cell Carcinoma (TCGA),14.3761
HAVCR2,TCGA-52-7812-01A,Lung Squamous Cell Carcinoma (TCGA),18.9305
HAVCR2,TCGA-56-1622-01A,Lung Squamous Cell Carcinoma (TCGA),3.7251
HAVCR2,TCGA-56-5897-01A,Lung Squamous Cell Carcinoma (TCGA),17.1849
HAVCR2,TCGA-56-5898-01A,Lung Squamous Cell Carcinoma (TCGA),9.6947
HAVCR2,TCGA-56-6545-01A,Lung Squamous Cell Carcinoma (TCGA),20.1467
HAVCR2,TCGA-56-7221-01A,Lung Squamous Cell Carcinoma (TCGA),4.8257
HAVCR2,TCGA-56-7222-01A,Lung Squamous Cell Carcinoma (TCGA),1.7587
HAVCR2,TCGA-56-7223-01A,Lung Squamous Cell Carcinoma (TCGA),2.5909
HAVCR2,TCGA-56-7579-01A,Lung Squamous Cell Carcinoma (TCGA),10.2176
HAVCR2,TCGA-56-7580-01A,Lung Squamous Cell Carcinoma (TCGA),2.9578
HAVCR2,TCGA-56-7582-01A,Lung Squamous Cell Carcinoma (TCGA),13.941
HAVCR2,TCGA-56-7730-01A,Lung Squamous Cell Carcinoma (TCGA),2.5474
HAVCR2,TCGA-56-7731-01A,Lung Squamous Cell Carcinoma (TCGA),12.9164
HAVCR2,TCGA-56-7822-01A,Lung Squamous Cell Carcinoma (TCGA),8.0317
HAVCR2,TCGA-56-8082-01A,Lung Squamous Cell Carcinoma (TCGA),4.3925
HAVCR2,TCGA-56-8083-01A,Lung Squamous Cell Carcinoma (TCGA),3.0774
HAVCR2,TCGA-56-8201-01A,Lung Squamous Cell Carcinoma (TCGA),46.7384
HAVCR2,TCGA-56-8304-01A,Lung Squamous Cell Carcinoma (TCGA),3.5837
HAVCR2,TCGA-56-8305-01A,Lung Squamous Cell Carcinoma (TCGA),6.7471
HAVCR2,TCGA-56-8307-01A,Lung Squamous Cell Carcinoma (TCGA),11.2783
HAVCR2,TCGA-56-8308-01A,Lung Squamous Cell Carcinoma (TCGA),7.085
HAVCR2,TCGA-56-8309-01A,Lung Squamous Cell Carcinoma (TCGA),32.3212
HAVCR2,TCGA-56-8503-01A,Lung Squamous Cell Carcinoma (TCGA),22.3169
HAVCR2,TCGA-56-8504-01A,Lung Squamous Cell Carcinoma (TCGA),9.8382
HAVCR2,TCGA-56-8622-01A,Lung Squamous Cell Carcinoma (TCGA),6.6137
HAVCR2,TCGA-56-8623-01A,Lung Squamous Cell Carcinoma (TCGA),34.1017
HAVCR2,TCGA-56-8624-01A,Lung Squamous Cell Carcinoma (TCGA),7.2995
HAVCR2,TCGA-56-8625-01A,Lung Squamous Cell Carcinoma (TCGA),41.7583
HAVCR2,TCGA-56-8626-01A,Lung Squamous Cell Carcinoma (TCGA),9.1895
HAVCR2,TCGA-56-8628-01A,Lung Squamous Cell Carcinoma (TCGA),24.7841
HAVCR2,TCGA-56-8629-01A,Lung Squamous Cell Carcinoma (TCGA),6.0368
