gene,sample,cancer_type,expression
ICOS,AK091,Glioblastoma Multiforme (validation),0.8353
ICOS,AK098,Glioblastoma Multiforme (validation),0.5254
ICOS,AK099,Glioblastoma Multiforme (validation),0.5949
ICOS,AK100,Glioblastoma Multiforme (validation),0.4666
ICOS,AK102,Glioblastoma Multiforme (validation),0.0
ICOS,AK103,Glioblastoma Multiforme (validation),0.592
ICOS,AK117,Glioblastoma Multiforme (validation),0.0878
ICOS,AK123,Glioblastoma Multiforme (validation),0.1169
ICOS,AK124,Glioblastoma Multiforme (validation),1.1678
ICOS,AK133,Glioblastoma Multiforme (validation),0.4227
ICOS,AK134,Glioblastoma Multiforme (validation),0.0
ICOS,AK139,Glioblastoma Multiforme (validation),0.9825
ICOS,AK142,Glioblastoma Multiforme (validation),0.1371
ICOS,AK149,Glioblastoma Multiforme (validation),0.0771
ICOS,AK153,Glioblastoma Multiforme (validation),0.3122
ICOS,AK156,Glioblastoma Multiforme (validation),0.2279
ICOS,AK158,Glioblastoma Multiforme (validation),0.2531
ICOS,AK165,Glioblastoma Multiforme (validation),0.08
ICOS,AK167,Glioblastoma Multiforme (validation),0.6027
ICOS,AK173,Glioblastoma Multiforme (validation),0.2971
ICOS,AK178,Glioblastoma Multiforme (validation),0.2291
ICOS,AK183,Glioblastoma Multiforme (validation),0.4815
ICOS,AK185,Glioblastoma Multiforme (validation),7.1177
ICOS,AK188,Glioblastoma Multiforme (validation),0.596
ICOS,AK195,Glioblastoma Multiforme (validation),2.8421
ICOS,AK199,Glioblastoma Multiforme (validation),0.5268
ICOS,AK205,Glioblastoma Multiforme (validation),0.9804
ICOS,AK213,Glioblastoma Multiforme (validation),0.1274
ICOS,AK216,Glioblastoma Multiforme (validation),2.7188
ICOS,AK218,Glioblastoma Multiforme (validation),1.2083
ICOS,AK226,Glioblastoma Multiforme (validation),0.1869
ICOS,AK227,Glioblastoma Multiforme (validation),0.8771
ICOS,AK231,Glioblastoma Multiforme (validation),0.293
ICOS,AK236,Glioblastoma Multiforme (validation),0.548
ICOS,TCGA-4P-AA8J-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.3961
ICOS,TCGA-BA-4074-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.7955
ICOS,TCGA-BA-4075-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.3558
ICOS,TCGA-BA-4076-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.1346
ICOS,TCGA-BA-4078-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.6476
ICOS,TCGA-BA-5151-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.3809
ICOS,TCGA-BA-5152-01A,Head and Neck Squamous Cell Carcinoma (TCGA),5.8334
ICOS,TCGA-BA-5153-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.8546
ICOS,TCGA-BA-5555-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.5832
ICOS,TCGA-BA-5556-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.9417
ICOS,TCGA-BA-5557-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.5958
ICOS,TCGA-BA-5558-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.5413
ICOS,TCGA-BA-5559-01A,Head and Neck Squamous Cell Carcinoma (TCGA),6.1948
ICOS,TCGA-BA-6869-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.6088
ICOS,TCGA-BA-6870-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.0952
ICOS,TCGA-BA-6871-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.4199
ICOS,TCGA-BA-6872-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.0423
ICOS,TCGA-BA-6873-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.3834
ICOS,TCGA-BA-7269-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.2655
ICOS,TCGA-BA-A4IF-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.5027
ICOS,TCGA-BA-A4IG-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.4462
ICOS,TCGA-BA-A4IH-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.1012
ICOS,TCGA-BA-A4II-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.9962
ICOS,TCGA-BA-A6D8-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.4197
ICOS,TCGA-BA-A6DA-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.1041
ICOS,TCGA-BA-A6DB-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.8521
ICOS,TCGA-BA-A6DD-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.5119
ICOS,TCGA-BA-A6DE-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.6515
ICOS,TCGA-BA-A6DG-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.391
ICOS,TCGA-BA-A6DI-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.6384
ICOS,TCGA-BA-A6DJ-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.8219
ICOS,TCGA-BA-A6DL-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.4465
ICOS,TCGA-BA-A8YP-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.3655
ICOS,TCGA-BB-4217-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.7166
ICOS,TCGA-BB-4223-01A,Head and Neck Squamous Cell Carcinoma (TCGA),4.624
ICOS,TCGA-BB-4224-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.1995
ICOS,TCGA-BB-4225-01A,Head and Neck Squamous Cell Carcinoma (TCGA),8.0307
ICOS,TCGA-BB-4227-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.451
ICOS,TCGA-BB-4228-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.9108
ICOS,TCGA-BB-8596-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.5144
ICOS,TCGA-BB-8601-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.1563
ICOS,TCGA-BB-A5HU-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.3683
ICOS,TCGA-BB-A5HY-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.4731
ICOS,TCGA-BB-A5HZ-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.5226
ICOS,TCGA-BB-A6UM-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.9657
ICOS,TCGA-BB-A6UO-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.6708
ICOS,TCGA-C9-A47Z-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.3651
ICOS,TCGA-C9-A480-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.9642
ICOS,TCGA-CN-4722-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.542
ICOS,TCGA-CN-4723-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.0919
ICOS,TCGA-CN-4725-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.7871
ICOS,TCGA-CN-4726-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.7639
ICOS,TCGA-CN-4727-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.2275
ICOS,TCGA-CN-4728-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.6359
ICOS,TCGA-CN-4729-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.8728
ICOS,TCGA-CN-4730-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.1796
ICOS,TCGA-CN-4731-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.1678
ICOS,TCGA-CN-4733-01A,Head and Neck Squamous Cell Carcinoma (TCGA),7.7785
ICOS,TCGA-CN-4734-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.4917
ICOS,TCGA-CN-4735-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.2711
ICOS,TCGA-CN-4736-01A,Head and Neck Squamous Cell Carcinoma (TCGA),5.3162
ICOS,TCGA-CN-4737-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.0672
ICOS,TCGA-CN-4738-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.2473
ICOS,TCGA-CN-4739-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.0529
ICOS,TCGA-CN-4740-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.9168
ICOS,TCGA-CN-4741-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.9762
ICOS,TCGA-CN-4742-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.209
ICOS,TCGA-CN-5355-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.509
ICOS,TCGA-CN-5356-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.5827
ICOS,TCGA-CN-5358-01A,Head and Neck Squamous Cell Carcinoma (TCGA),5.3359
ICOS,TCGA-CN-5359-01A,Head and Neck Squamous Cell Carcinoma (TCGA),5.3728
ICOS,TCGA-CN-5360-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.2889
ICOS,TCGA-CN-5361-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.8351
ICOS,TCGA-CN-5363-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.6131
ICOS,TCGA-CN-5364-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.5853
ICOS,TCGA-CN-5365-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.953
ICOS,TCGA-CN-5366-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.0417
ICOS,TCGA-CN-5367-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.4147
ICOS,TCGA-CN-5369-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.0408
ICOS,TCGA-CN-5370-01A,Head and Neck Squamous Cell Carcinoma (TCGA),6.1579
ICOS,TCGA-CN-5373-01A,Head and Neck Squamous Cell Carcinoma (TCGA),4.8572
ICOS,TCGA-CN-5374-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.363
ICOS,TCGA-CN-6010-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.5652
ICOS,TCGA-CN-6011-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.3202
ICOS,TCGA-CN-6012-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.7891
ICOS,TCGA-CN-6013-01A,Head and Neck Squamous Cell Carcinoma (TCGA),5.08
ICOS,TCGA-CN-6016-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.2817
ICOS,TCGA-CN-6017-01A,Head and Neck Squamous Cell Carcinoma (TCGA),5.4184
ICOS,TCGA-CN-6018-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.747
ICOS,TCGA-CN-6019-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.4728
ICOS,TCGA-CN-6020-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.4774
ICOS,TCGA-CN-6021-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.6235
ICOS,TCGA-CN-6022-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.8978
ICOS,TCGA-CN-6023-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.9823
ICOS,TCGA-CN-6024-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.3133
ICOS,TCGA-CN-6988-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.0948
ICOS,TCGA-CN-6989-01A,Head and Neck Squamous Cell Carcinoma (TCGA),5.1236
ICOS,TCGA-CN-6992-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.9087
ICOS,TCGA-CN-6994-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.1747
ICOS,TCGA-CN-6995-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.9975
ICOS,TCGA-CN-6996-01A,Head and Neck Squamous Cell Carcinoma (TCGA),11.7534
ICOS,TCGA-CN-6997-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.3912
ICOS,TCGA-CN-6998-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.244
ICOS,TCGA-CN-A497-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.2992
ICOS,TCGA-CN-A498-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.9068
ICOS,TCGA-CN-A499-01A,Head and Neck Squamous Cell Carcinoma (TCGA),6.526
ICOS,TCGA-CN-A49A-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.1986
ICOS,TCGA-CN-A49B-01A,Head and Neck Squamous Cell Carcinoma (TCGA),5.3933
ICOS,TCGA-CN-A49C-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.808
ICOS,TCGA-CN-A63T-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.7478
ICOS,TCGA-CN-A63U-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.0843
ICOS,TCGA-CN-A63V-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.3632
ICOS,TCGA-CN-A63W-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.5469
ICOS,TCGA-CN-A641-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.4046
ICOS,TCGA-CN-A642-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.88
ICOS,TCGA-CN-A6UY-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.1645
ICOS,TCGA-CN-A6V3-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.2738
ICOS,TCGA-CN-A6V6-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.619
ICOS,TCGA-CN-A6V7-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.0132
ICOS,TCGA-CQ-5323-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.5812
ICOS,TCGA-CQ-5324-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.1519
ICOS,TCGA-CQ-5325-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.3512
ICOS,TCGA-CQ-5326-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.9237
ICOS,TCGA-CQ-5327-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.5848
ICOS,TCGA-CQ-5329-01A,Head and Neck Squamous Cell Carcinoma (TCGA),4.6439
ICOS,TCGA-CQ-5330-01A,Head and Neck Squamous Cell Carcinoma (TCGA),6.708
ICOS,TCGA-CQ-5331-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.9263
ICOS,TCGA-CQ-5332-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.0844
ICOS,TCGA-CQ-5333-01A,Head and Neck Squamous Cell Carcinoma (TCGA),4.7119
ICOS,TCGA-CQ-5334-01A,Head and Neck Squamous Cell Carcinoma (TCGA),5.3294
ICOS,TCGA-CQ-6218-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.2559
ICOS,TCGA-CQ-6219-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.3102
ICOS,TCGA-CQ-6220-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.0949
ICOS,TCGA-CQ-6221-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.1777
ICOS,TCGA-CQ-6222-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.4073
ICOS,TCGA-CQ-6223-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.9471
ICOS,TCGA-CQ-6224-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.565
ICOS,TCGA-CQ-6225-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.0278
ICOS,TCGA-CQ-6227-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.688
ICOS,TCGA-CQ-6228-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.3135
ICOS,TCGA-CQ-6229-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.3335
ICOS,TCGA-CQ-7063-01A,Head and Neck Squamous Cell Carcinoma (TCGA),5.9996
ICOS,TCGA-CQ-7065-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.0437
ICOS,TCGA-CQ-7068-01A,Head and Neck Squamous Cell Carcinoma (TCGA),4.6567
ICOS,TCGA-CQ-7069-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.9773
ICOS,TCGA-CQ-7071-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.8757
ICOS,TCGA-CQ-7072-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.9764
ICOS,TCGA-CQ-A4C6-01A,Head and Neck Squamous Cell Carcinoma (TCGA),4.7813
ICOS,TCGA-CQ-A4C7-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.4496
ICOS,TCGA-CQ-A4C9-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.6555
ICOS,TCGA-CQ-A4CB-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.3165
ICOS,TCGA-CQ-A4CD-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.9419
ICOS,TCGA-CQ-A4CE-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.7936
ICOS,TCGA-CQ-A4CG-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.7803
ICOS,TCGA-CQ-A4CH-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.3942
ICOS,TCGA-CQ-A4CI-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.4357
ICOS,TCGA-CR-5243-01A,Head and Neck Squamous Cell Carcinoma (TCGA),4.3731
ICOS,TCGA-CR-5247-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.1818
ICOS,TCGA-CR-5248-01A,Head and Neck Squamous Cell Carcinoma (TCGA),5.6797
ICOS,TCGA-CR-5249-01A,Head and Neck Squamous Cell Carcinoma (TCGA),4.8236
ICOS,TCGA-CR-5250-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.5407
ICOS,TCGA-CR-6467-01A,Head and Neck Squamous Cell Carcinoma (TCGA),5.1325
ICOS,TCGA-CR-6470-01A,Head and Neck Squamous Cell Carcinoma (TCGA),6.093
ICOS,TCGA-CR-6471-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.9399
ICOS,TCGA-CR-6472-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.9088
ICOS,TCGA-CR-6473-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.6807
ICOS,TCGA-CR-6474-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.8282
ICOS,TCGA-CR-6477-01A,Head and Neck Squamous Cell Carcinoma (TCGA),4.8666
ICOS,TCGA-CR-6478-01A,Head and Neck Squamous Cell Carcinoma (TCGA),7.5749
ICOS,TCGA-CR-6480-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.3341
ICOS,TCGA-CR-6481-01A,Head and Neck Squamous Cell Carcinoma (TCGA),8.2299
ICOS,TCGA-CR-6482-01A,Head and Neck Squamous Cell Carcinoma (TCGA),4.6748
ICOS,TCGA-CR-6484-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.0422
ICOS,TCGA-CR-6487-01A,Head and Neck Squamous Cell Carcinoma (TCGA),8.5097
ICOS,TCGA-CR-6488-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.9654
ICOS,TCGA-CR-6491-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.9067
ICOS,TCGA-CR-6492-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.4304
ICOS,TCGA-CR-6493-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.9423
ICOS,TCGA-CR-7364-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.128
ICOS,TCGA-CR-7365-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.5945
ICOS,TCGA-CR-7367-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.3705
ICOS,TCGA-CR-7368-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.4929
ICOS,TCGA-CR-7369-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.3586
ICOS,TCGA-CR-7370-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.7694
ICOS,TCGA-CR-7371-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.3135
ICOS,TCGA-CR-7372-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.5513
ICOS,TCGA-CR-7373-01A,Head and Neck Squamous Cell Carcinoma (TCGA),6.8222
ICOS,TCGA-CR-7374-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.8201
ICOS,TCGA-CR-7376-01A,Head and Neck Squamous Cell Carcinoma (TCGA),9.5465
ICOS,TCGA-CR-7377-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.7735
ICOS,TCGA-CR-7379-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.1195
ICOS,TCGA-CR-7380-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.7148
ICOS,TCGA-CR-7382-01A,Head and Neck Squamous Cell Carcinoma (TCGA),10.8148
ICOS,TCGA-CR-7383-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.9532
ICOS,TCGA-CR-7385-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.4771
ICOS,TCGA-CR-7386-01A,Head and Neck Squamous Cell Carcinoma (TCGA),5.0125
ICOS,TCGA-CR-7388-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.6545
ICOS,TCGA-CR-7389-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.4209
ICOS,TCGA-CR-7390-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.4797
ICOS,TCGA-CR-7391-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.4613
ICOS,TCGA-CR-7392-01A,Head and Neck Squamous Cell Carcinoma (TCGA),5.8062
ICOS,TCGA-CR-7393-01A,Head and Neck Squamous Cell Carcinoma (TCGA),4.3792
ICOS,TCGA-CR-7394-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.2978
ICOS,TCGA-CR-7395-01A,Head and Neck Squamous Cell Carcinoma (TCGA),5.4892
ICOS,TCGA-CR-7397-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.7593
ICOS,TCGA-CR-7398-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.1018
ICOS,TCGA-CR-7399-01A,Head and Neck Squamous Cell Carcinoma (TCGA),4.1931
ICOS,TCGA-CR-7401-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.6336
ICOS,TCGA-CR-7402-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.8092
ICOS,TCGA-CR-7404-01A,Head and Neck Squamous Cell Carcinoma (TCGA),4.2584
ICOS,TCGA-CV-5430-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.0212
ICOS,TCGA-CV-5431-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.4464
ICOS,TCGA-CV-5432-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.5572
ICOS,TCGA-CV-5434-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.61
ICOS,TCGA-CV-5435-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.2413
ICOS,TCGA-CV-5436-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.6558
ICOS,TCGA-CV-5439-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.2395
ICOS,TCGA-CV-5440-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.1557
ICOS,TCGA-CV-5441-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.8794
ICOS,TCGA-CV-5442-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.211
ICOS,TCGA-CV-5443-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.4888
ICOS,TCGA-CV-5444-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.7931
ICOS,TCGA-CV-5966-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.0411
ICOS,TCGA-CV-5970-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.249
ICOS,TCGA-CV-5971-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.0015
ICOS,TCGA-CV-5976-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.9414
ICOS,TCGA-CV-5977-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.8015
ICOS,TCGA-CV-5978-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.9453
ICOS,TCGA-CV-5979-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.8867
ICOS,TCGA-CV-6003-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.1194
ICOS,TCGA-CV-6433-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.8489
ICOS,TCGA-CV-6436-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.5678
ICOS,TCGA-CV-6441-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.0815
ICOS,TCGA-CV-6933-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.7638
ICOS,TCGA-CV-6934-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.1203
ICOS,TCGA-CV-6935-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.3119
ICOS,TCGA-CV-6936-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.7806
ICOS,TCGA-CV-6937-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.6024
ICOS,TCGA-CV-6938-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.7989
ICOS,TCGA-CV-6939-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.5096
ICOS,TCGA-CV-6940-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.8064
ICOS,TCGA-CV-6941-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.0705
ICOS,TCGA-CV-6942-01A,Head and Neck Squamous Cell Carcinoma (TCGA),3.0136
ICOS,TCGA-CV-6943-01A,Head and Neck Squamous Cell Carcinoma (TCGA),4.178
ICOS,TCGA-CV-6945-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.1993
ICOS,TCGA-CV-6948-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.6693
ICOS,TCGA-CV-6950-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.9023
ICOS,TCGA-CV-6951-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.6088
ICOS,TCGA-CV-6952-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.2554
ICOS,TCGA-CV-6953-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.6972
ICOS,TCGA-CV-6954-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.2613
ICOS,TCGA-CV-6955-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.7351
ICOS,TCGA-CV-6959-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.1874
ICOS,TCGA-CV-6960-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.3805
ICOS,TCGA-CV-6961-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.7778
ICOS,TCGA-CV-6962-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.1444
ICOS,TCGA-CV-7089-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.0927
ICOS,TCGA-CV-7090-01A,Head and Neck Squamous Cell Carcinoma (TCGA),4.7941
ICOS,TCGA-CV-7091-01A,Head and Neck Squamous Cell Carcinoma (TCGA),1.7919
ICOS,TCGA-CV-7095-01A,Head and Neck Squamous Cell Carcinoma (TCGA),0.7587
ICOS,TCGA-CV-7097-01A,Head and Neck Squamous Cell Carcinoma (TCGA),5.0902
ICOS,TCGA-CV-7099-01A,Head and Neck Squamous Cell Carcinoma (TCGA),2.5219
