Gene	Gene name	Immune cell	TPM	pTPM	nTPM
ENSG00000149499	EML3	gdT-cell	5.0	6.1	4.7
ENSG00000149499	EML3	intermediate monocyte	3.9	4.7	4.9
ENSG00000149499	EML3	MAIT T-cell	4.5	5.5	4.6
ENSG00000149499	EML3	memory B-cell	2.2	2.7	3.1
ENSG00000149499	EML3	memory CD4 T-cell	4.0	4.9	4.4
ENSG00000149499	EML3	memory CD8 T-cell	4.8	5.9	4.8
ENSG00000149499	EML3	myeloid DC	2.9	3.6	3.4
ENSG00000149499	EML3	naive B-cell	3.0	3.7	3.8
ENSG00000149499	EML3	naive CD4 T-cell	3.4	4.1	3.9
ENSG00000149499	EML3	naive CD8 T-cell	4.6	5.6	4.9
ENSG00000149499	EML3	neutrophil	1.8	2.4	2.8
ENSG00000149499	EML3	NK-cell	5.7	7.0	5.6
ENSG00000149499	EML3	non-classical monocyte	3.8	4.6	4.6
ENSG00000149499	EML3	plasmacytoid DC	2.2	2.7	2.4
ENSG00000149499	EML3	T-reg	4.8	5.9	5.6
ENSG00000149499	EML3	total PBMC	1.7	2.0	4.4
ENSG00000149503	INCENP	basophil	0.8	1.0	1.2
ENSG00000149503	INCENP	classical monocyte	0.0	0.1	0.1
ENSG00000149503	INCENP	eosinophil	0.0	0.0	0.0
ENSG00000149503	INCENP	gdT-cell	0.0	0.1	0.0
ENSG00000149503	INCENP	intermediate monocyte	0.0	0.0	0.0
ENSG00000149503	INCENP	MAIT T-cell	0.0	0.0	0.0
ENSG00000149503	INCENP	memory B-cell	0.0	0.0	0.0
ENSG00000149503	INCENP	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000149503	INCENP	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000149503	INCENP	myeloid DC	0.0	0.0	0.0
ENSG00000149503	INCENP	naive B-cell	0.0	0.0	0.0
ENSG00000149503	INCENP	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000149503	INCENP	naive CD8 T-cell	0.1	0.2	0.1
ENSG00000149503	INCENP	neutrophil	0.0	0.0	0.0
ENSG00000149503	INCENP	NK-cell	1.4	1.7	1.1
ENSG00000149503	INCENP	non-classical monocyte	0.0	0.0	0.0
ENSG00000149503	INCENP	plasmacytoid DC	0.0	0.0	0.0
ENSG00000149503	INCENP	T-reg	0.0	0.0	0.0
ENSG00000149503	INCENP	total PBMC	0.0	0.0	0.0
ENSG00000149506	ZP1	basophil	0.0	0.0	0.0
ENSG00000149506	ZP1	classical monocyte	0.0	0.0	0.0
ENSG00000149506	ZP1	eosinophil	0.0	0.0	0.0
ENSG00000149506	ZP1	gdT-cell	0.0	0.0	0.0
ENSG00000149506	ZP1	intermediate monocyte	0.0	0.0	0.0
ENSG00000149506	ZP1	MAIT T-cell	0.0	0.0	0.0
ENSG00000149506	ZP1	memory B-cell	0.0	0.0	0.0
ENSG00000149506	ZP1	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000149506	ZP1	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000149506	ZP1	myeloid DC	0.0	0.0	0.0
ENSG00000149506	ZP1	naive B-cell	0.0	0.0	0.0
ENSG00000149506	ZP1	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000149506	ZP1	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000149506	ZP1	neutrophil	0.0	0.0	0.0
ENSG00000149506	ZP1	NK-cell	0.0	0.0	0.0
ENSG00000149506	ZP1	non-classical monocyte	0.0	0.0	0.0
ENSG00000149506	ZP1	plasmacytoid DC	2.7	3.4	3.1
ENSG00000149506	ZP1	T-reg	0.0	0.0	0.0
ENSG00000149506	ZP1	total PBMC	0.0	0.0	0.0
ENSG00000149507	OOSP2	basophil	0.6	0.8	0.7
ENSG00000149507	OOSP2	classical monocyte	0.0	0.0	0.0
ENSG00000149507	OOSP2	eosinophil	0.0	0.0	0.0
ENSG00000149507	OOSP2	gdT-cell	0.0	0.0	0.0
ENSG00000149507	OOSP2	intermediate monocyte	0.0	0.0	0.0
ENSG00000149507	OOSP2	MAIT T-cell	0.0	0.0	0.0
ENSG00000149507	OOSP2	memory B-cell	0.0	0.0	0.0
ENSG00000149507	OOSP2	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000149507	OOSP2	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000149507	OOSP2	myeloid DC	0.0	0.0	0.0
ENSG00000149507	OOSP2	naive B-cell	0.0	0.0	0.0
ENSG00000149507	OOSP2	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000149507	OOSP2	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000149507	OOSP2	neutrophil	0.0	0.0	0.0
ENSG00000149507	OOSP2	NK-cell	0.0	0.0	0.0
ENSG00000149507	OOSP2	non-classical monocyte	0.0	0.0	0.0
ENSG00000149507	OOSP2	plasmacytoid DC	0.0	0.0	0.0
ENSG00000149507	OOSP2	T-reg	0.0	0.0	0.0
ENSG00000149507	OOSP2	total PBMC	0.0	0.0	0.0
ENSG00000149516	MS4A3	basophil	1800.5	2233.1	2692.2
ENSG00000149516	MS4A3	classical monocyte	0.1	0.1	0.1
ENSG00000149516	MS4A3	eosinophil	1.4	1.7	1.8
ENSG00000149516	MS4A3	gdT-cell	0.1	0.1	0.1
ENSG00000149516	MS4A3	intermediate monocyte	0.1	0.1	0.1
ENSG00000149516	MS4A3	MAIT T-cell	0.3	0.4	0.3
ENSG00000149516	MS4A3	memory B-cell	0.1	0.1	0.2
ENSG00000149516	MS4A3	memory CD4 T-cell	0.4	0.4	0.4
ENSG00000149516	MS4A3	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000149516	MS4A3	myeloid DC	0.2	0.3	0.3
ENSG00000149516	MS4A3	naive B-cell	0.2	0.2	0.2
ENSG00000149516	MS4A3	naive CD4 T-cell	0.2	0.2	0.2
ENSG00000149516	MS4A3	naive CD8 T-cell	0.4	0.5	0.4
ENSG00000149516	MS4A3	neutrophil	0.6	0.8	0.9
ENSG00000149516	MS4A3	NK-cell	0.1	0.1	0.1
ENSG00000149516	MS4A3	non-classical monocyte	0.4	0.5	0.5
ENSG00000149516	MS4A3	plasmacytoid DC	0.2	0.3	0.2
ENSG00000149516	MS4A3	T-reg	0.1	0.1	0.1
ENSG00000149516	MS4A3	total PBMC	2.7	3.1	8.0
ENSG00000149527	PLCH2	basophil	0.0	0.0	0.0
ENSG00000149527	PLCH2	classical monocyte	0.0	0.0	0.0
ENSG00000149527	PLCH2	eosinophil	0.0	0.0	0.0
ENSG00000149527	PLCH2	gdT-cell	0.6	0.8	0.6
ENSG00000149527	PLCH2	intermediate monocyte	0.0	0.0	0.0
ENSG00000149527	PLCH2	MAIT T-cell	0.2	0.3	0.2
ENSG00000149527	PLCH2	memory B-cell	0.0	0.0	0.0
ENSG00000149527	PLCH2	memory CD4 T-cell	0.3	0.4	0.4
ENSG00000149527	PLCH2	memory CD8 T-cell	0.3	0.4	0.3
ENSG00000149527	PLCH2	myeloid DC	0.0	0.0	0.0
ENSG00000149527	PLCH2	naive B-cell	0.0	0.0	0.0
ENSG00000149527	PLCH2	naive CD4 T-cell	0.2	0.3	0.2
ENSG00000149527	PLCH2	naive CD8 T-cell	0.1	0.2	0.1
ENSG00000149527	PLCH2	neutrophil	0.0	0.0	0.0
ENSG00000149527	PLCH2	NK-cell	0.9	1.1	0.9
ENSG00000149527	PLCH2	non-classical monocyte	0.0	0.0	0.0
ENSG00000149527	PLCH2	plasmacytoid DC	0.0	0.0	0.0
ENSG00000149527	PLCH2	T-reg	0.5	0.6	0.6
ENSG00000149527	PLCH2	total PBMC	0.1	0.1	0.2
ENSG00000149532	CPSF7	basophil	9.5	11.7	15.3
ENSG00000149532	CPSF7	classical monocyte	4.3	5.1	5.6
ENSG00000149532	CPSF7	eosinophil	5.6	7.0	7.1
ENSG00000149532	CPSF7	gdT-cell	8.8	10.8	8.1
ENSG00000149532	CPSF7	intermediate monocyte	4.9	6.0	6.0
ENSG00000149532	CPSF7	MAIT T-cell	8.5	10.3	8.7
ENSG00000149532	CPSF7	memory B-cell	4.9	6.0	6.9
ENSG00000149532	CPSF7	memory CD4 T-cell	6.0	7.3	6.5
ENSG00000149532	CPSF7	memory CD8 T-cell	8.3	10.2	8.4
ENSG00000149532	CPSF7	myeloid DC	6.4	7.8	7.6
ENSG00000149532	CPSF7	naive B-cell	5.3	6.6	6.5
ENSG00000149532	CPSF7	naive CD4 T-cell	6.2	7.6	7.0
ENSG00000149532	CPSF7	naive CD8 T-cell	6.8	8.3	7.2
ENSG00000149532	CPSF7	neutrophil	6.3	8.4	9.9
ENSG00000149532	CPSF7	NK-cell	6.8	8.4	6.7
ENSG00000149532	CPSF7	non-classical monocyte	3.8	4.6	4.6
ENSG00000149532	CPSF7	plasmacytoid DC	5.9	7.3	6.4
ENSG00000149532	CPSF7	T-reg	4.2	5.2	4.8
ENSG00000149532	CPSF7	total PBMC	2.5	2.9	5.7
ENSG00000149534	MS4A2	basophil	200.1	248.6	275.8
ENSG00000149534	MS4A2	classical monocyte	0.0	0.0	0.0
ENSG00000149534	MS4A2	eosinophil	0.1	0.1	0.1
ENSG00000149534	MS4A2	gdT-cell	0.0	0.0	0.0
ENSG00000149534	MS4A2	intermediate monocyte	0.0	0.0	0.0
ENSG00000149534	MS4A2	MAIT T-cell	0.0	0.1	0.0
ENSG00000149534	MS4A2	memory B-cell	0.0	0.0	0.1
ENSG00000149534	MS4A2	memory CD4 T-cell	0.0	0.1	0.0
ENSG00000149534	MS4A2	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000149534	MS4A2	myeloid DC	0.0	0.0	0.0
ENSG00000149534	MS4A2	naive B-cell	0.1	0.1	0.1
ENSG00000149534	MS4A2	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000149534	MS4A2	naive CD8 T-cell	0.1	0.1	0.1
ENSG00000149534	MS4A2	neutrophil	0.2	0.2	0.3
ENSG00000149534	MS4A2	NK-cell	0.1	0.2	0.1
ENSG00000149534	MS4A2	non-classical monocyte	0.1	0.1	0.1
ENSG00000149534	MS4A2	plasmacytoid DC	0.0	0.1	0.1
ENSG00000149534	MS4A2	T-reg	0.0	0.0	0.0
ENSG00000149534	MS4A2	total PBMC	0.1	0.1	0.4
ENSG00000149541	B3GAT3	basophil	22.1	27.5	32.0
ENSG00000149541	B3GAT3	classical monocyte	23.8	28.6	29.4
ENSG00000149541	B3GAT3	eosinophil	22.3	27.7	27.4
ENSG00000149541	B3GAT3	gdT-cell	22.9	28.1	21.7
ENSG00000149541	B3GAT3	intermediate monocyte	24.6	29.6	31.8
ENSG00000149541	B3GAT3	MAIT T-cell	13.7	16.7	14.0
ENSG00000149541	B3GAT3	memory B-cell	11.9	14.6	18.6
ENSG00000149541	B3GAT3	memory CD4 T-cell	13.8	16.9	14.9
ENSG00000149541	B3GAT3	memory CD8 T-cell	17.4	21.4	17.7
ENSG00000149541	B3GAT3	myeloid DC	21.8	26.7	25.8
ENSG00000149541	B3GAT3	naive B-cell	10.7	13.2	15.4
ENSG00000149541	B3GAT3	naive CD4 T-cell	13.1	16.0	14.9
ENSG00000149541	B3GAT3	naive CD8 T-cell	16.2	19.9	17.2
ENSG00000149541	B3GAT3	neutrophil	5.5	7.4	8.6
ENSG00000149541	B3GAT3	NK-cell	43.6	53.9	41.2
ENSG00000149541	B3GAT3	non-classical monocyte	26.8	32.2	34.0
ENSG00000149541	B3GAT3	plasmacytoid DC	14.0	17.2	15.5
ENSG00000149541	B3GAT3	T-reg	16.7	20.7	19.9
ENSG00000149541	B3GAT3	total PBMC	7.2	8.5	16.4
ENSG00000149547	EI24	basophil	3.7	4.6	4.3
ENSG00000149547	EI24	classical monocyte	5.5	6.6	7.1
ENSG00000149547	EI24	eosinophil	4.7	5.8	5.9
ENSG00000149547	EI24	gdT-cell	7.7	9.4	7.3
ENSG00000149547	EI24	intermediate monocyte	5.4	6.6	6.7
ENSG00000149547	EI24	MAIT T-cell	7.0	8.6	7.2
ENSG00000149547	EI24	memory B-cell	5.2	6.4	8.4
ENSG00000149547	EI24	memory CD4 T-cell	5.3	6.5	5.7
ENSG00000149547	EI24	memory CD8 T-cell	8.8	10.8	9.0
ENSG00000149547	EI24	myeloid DC	9.3	11.4	10.9
ENSG00000149547	EI24	naive B-cell	5.0	6.2	6.4
ENSG00000149547	EI24	naive CD4 T-cell	7.1	8.7	8.1
ENSG00000149547	EI24	naive CD8 T-cell	6.2	7.6	6.7
ENSG00000149547	EI24	neutrophil	0.5	0.6	0.7
ENSG00000149547	EI24	NK-cell	6.8	8.3	6.5
ENSG00000149547	EI24	non-classical monocyte	4.1	5.0	4.9
ENSG00000149547	EI24	plasmacytoid DC	13.3	16.5	14.5
ENSG00000149547	EI24	T-reg	7.5	9.3	9.1
ENSG00000149547	EI24	total PBMC	2.2	2.6	5.3
ENSG00000149548	CCDC15	basophil	2.8	3.4	4.1
ENSG00000149548	CCDC15	classical monocyte	0.4	0.5	0.5
ENSG00000149548	CCDC15	eosinophil	0.6	0.8	0.8
ENSG00000149548	CCDC15	gdT-cell	1.0	1.3	1.0
ENSG00000149548	CCDC15	intermediate monocyte	0.6	0.7	0.7
ENSG00000149548	CCDC15	MAIT T-cell	1.0	1.3	1.1
ENSG00000149548	CCDC15	memory B-cell	0.2	0.2	0.3
ENSG00000149548	CCDC15	memory CD4 T-cell	0.8	1.0	0.9
ENSG00000149548	CCDC15	memory CD8 T-cell	1.6	2.0	1.7
ENSG00000149548	CCDC15	myeloid DC	0.1	0.1	0.1
ENSG00000149548	CCDC15	naive B-cell	0.5	0.6	0.7
ENSG00000149548	CCDC15	naive CD4 T-cell	1.1	1.3	1.3
ENSG00000149548	CCDC15	naive CD8 T-cell	1.3	1.6	1.4
ENSG00000149548	CCDC15	neutrophil	0.2	0.3	0.4
ENSG00000149548	CCDC15	NK-cell	1.1	1.4	1.1
ENSG00000149548	CCDC15	non-classical monocyte	0.6	0.8	0.8
ENSG00000149548	CCDC15	plasmacytoid DC	0.4	0.6	0.5
ENSG00000149548	CCDC15	T-reg	1.5	1.8	1.7
ENSG00000149548	CCDC15	total PBMC	0.2	0.3	0.5
ENSG00000149554	CHEK1	basophil	1.4	1.8	1.6
ENSG00000149554	CHEK1	classical monocyte	0.5	0.6	0.6
ENSG00000149554	CHEK1	eosinophil	0.2	0.3	0.3
ENSG00000149554	CHEK1	gdT-cell	1.1	1.3	1.0
ENSG00000149554	CHEK1	intermediate monocyte	0.5	0.6	0.6
ENSG00000149554	CHEK1	MAIT T-cell	0.8	1.0	0.8
ENSG00000149554	CHEK1	memory B-cell	0.9	1.1	1.4
ENSG00000149554	CHEK1	memory CD4 T-cell	2.0	2.5	2.2
ENSG00000149554	CHEK1	memory CD8 T-cell	1.1	1.4	1.1
ENSG00000149554	CHEK1	myeloid DC	0.8	0.9	0.9
ENSG00000149554	CHEK1	naive B-cell	0.9	1.1	1.1
ENSG00000149554	CHEK1	naive CD4 T-cell	2.0	2.5	2.3
ENSG00000149554	CHEK1	naive CD8 T-cell	1.3	1.6	1.4
ENSG00000149554	CHEK1	neutrophil	0.6	0.9	0.9
ENSG00000149554	CHEK1	NK-cell	0.9	1.1	0.9
ENSG00000149554	CHEK1	non-classical monocyte	0.3	0.4	0.4
ENSG00000149554	CHEK1	plasmacytoid DC	1.2	1.5	1.3
ENSG00000149554	CHEK1	T-reg	5.5	6.8	6.5
ENSG00000149554	CHEK1	total PBMC	0.3	0.4	0.7
ENSG00000149557	FEZ1	basophil	0.1	0.1	0.2
ENSG00000149557	FEZ1	classical monocyte	0.7	0.8	0.8
ENSG00000149557	FEZ1	eosinophil	0.0	0.0	0.0
ENSG00000149557	FEZ1	gdT-cell	24.2	29.6	23.4
ENSG00000149557	FEZ1	intermediate monocyte	0.1	0.1	0.1
ENSG00000149557	FEZ1	MAIT T-cell	15.0	18.3	15.6
ENSG00000149557	FEZ1	memory B-cell	0.0	0.0	0.1
ENSG00000149557	FEZ1	memory CD4 T-cell	0.8	1.0	0.9
ENSG00000149557	FEZ1	memory CD8 T-cell	5.1	6.2	5.1
ENSG00000149557	FEZ1	myeloid DC	0.3	0.4	0.4
ENSG00000149557	FEZ1	naive B-cell	0.0	0.0	0.0
ENSG00000149557	FEZ1	naive CD4 T-cell	0.5	0.6	0.6
ENSG00000149557	FEZ1	naive CD8 T-cell	5.4	6.6	5.5
ENSG00000149557	FEZ1	neutrophil	0.1	0.2	0.2
ENSG00000149557	FEZ1	NK-cell	0.9	1.1	1.0
ENSG00000149557	FEZ1	non-classical monocyte	0.0	0.0	0.0
ENSG00000149557	FEZ1	plasmacytoid DC	0.1	0.1	0.1
ENSG00000149557	FEZ1	T-reg	0.0	0.0	0.0
ENSG00000149557	FEZ1	total PBMC	1.8	2.1	4.4
ENSG00000149564	ESAM	basophil	4.5	5.7	8.2
ENSG00000149564	ESAM	classical monocyte	0.5	0.6	0.6
ENSG00000149564	ESAM	eosinophil	0.0	0.0	0.0
ENSG00000149564	ESAM	gdT-cell	0.1	0.2	0.1
ENSG00000149564	ESAM	intermediate monocyte	0.2	0.3	0.3
ENSG00000149564	ESAM	MAIT T-cell	0.0	0.0	0.0
ENSG00000149564	ESAM	memory B-cell	1.2	1.4	2.2
ENSG00000149564	ESAM	memory CD4 T-cell	1.4	1.7	1.5
ENSG00000149564	ESAM	memory CD8 T-cell	0.1	0.2	0.1
ENSG00000149564	ESAM	myeloid DC	0.3	0.4	0.4
ENSG00000149564	ESAM	naive B-cell	6.1	7.7	7.5
ENSG00000149564	ESAM	naive CD4 T-cell	2.0	2.4	2.2
ENSG00000149564	ESAM	naive CD8 T-cell	0.7	0.9	0.8
ENSG00000149564	ESAM	neutrophil	4.5	6.0	6.5
ENSG00000149564	ESAM	NK-cell	0.0	0.0	0.0
ENSG00000149564	ESAM	non-classical monocyte	0.0	0.0	0.0
ENSG00000149564	ESAM	plasmacytoid DC	0.3	0.4	0.4
ENSG00000149564	ESAM	T-reg	0.4	0.5	0.4
ENSG00000149564	ESAM	total PBMC	12.0	14.2	24.8
ENSG00000149571	KIRREL3	basophil	0.6	0.8	0.6
ENSG00000149571	KIRREL3	classical monocyte	0.0	0.0	0.0
ENSG00000149571	KIRREL3	eosinophil	0.0	0.0	0.0
ENSG00000149571	KIRREL3	gdT-cell	0.0	0.0	0.0
ENSG00000149571	KIRREL3	intermediate monocyte	0.0	0.0	0.0
ENSG00000149571	KIRREL3	MAIT T-cell	0.0	0.0	0.0
ENSG00000149571	KIRREL3	memory B-cell	0.0	0.0	0.0
ENSG00000149571	KIRREL3	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000149571	KIRREL3	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000149571	KIRREL3	myeloid DC	0.0	0.0	0.0
ENSG00000149571	KIRREL3	naive B-cell	0.0	0.0	0.0
ENSG00000149571	KIRREL3	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000149571	KIRREL3	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000149571	KIRREL3	neutrophil	0.0	0.1	0.1
ENSG00000149571	KIRREL3	NK-cell	0.0	0.0	0.0
ENSG00000149571	KIRREL3	non-classical monocyte	0.0	0.0	0.0
ENSG00000149571	KIRREL3	plasmacytoid DC	7.6	9.4	8.3
ENSG00000149571	KIRREL3	T-reg	0.0	0.0	0.0
ENSG00000149571	KIRREL3	total PBMC	0.0	0.0	0.0
ENSG00000149573	MPZL2	basophil	2.2	2.7	2.3
ENSG00000149573	MPZL2	classical monocyte	9.4	11.3	11.7
ENSG00000149573	MPZL2	eosinophil	2.4	2.9	3.0
ENSG00000149573	MPZL2	gdT-cell	0.1	0.1	0.1
ENSG00000149573	MPZL2	intermediate monocyte	7.5	9.1	9.2
ENSG00000149573	MPZL2	MAIT T-cell	1.2	1.5	1.3
ENSG00000149573	MPZL2	memory B-cell	0.0	0.0	0.0
ENSG00000149573	MPZL2	memory CD4 T-cell	0.5	0.6	0.6
ENSG00000149573	MPZL2	memory CD8 T-cell	0.4	0.6	0.4
ENSG00000149573	MPZL2	myeloid DC	14.4	17.6	17.0
ENSG00000149573	MPZL2	naive B-cell	0.0	0.0	0.0
ENSG00000149573	MPZL2	naive CD4 T-cell	0.7	0.8	0.8
ENSG00000149573	MPZL2	naive CD8 T-cell	0.8	1.0	0.9
ENSG00000149573	MPZL2	neutrophil	8.3	11.1	13.2
ENSG00000149573	MPZL2	NK-cell	0.5	0.6	0.4
ENSG00000149573	MPZL2	non-classical monocyte	1.1	1.3	1.4
ENSG00000149573	MPZL2	plasmacytoid DC	0.3	0.4	0.3
ENSG00000149573	MPZL2	T-reg	0.2	0.3	0.2
ENSG00000149573	MPZL2	total PBMC	1.7	2.0	3.8
ENSG00000149575	SCN2B	basophil	0.2	0.2	0.3
ENSG00000149575	SCN2B	classical monocyte	0.0	0.0	0.0
ENSG00000149575	SCN2B	eosinophil	0.1	0.1	0.1
ENSG00000149575	SCN2B	gdT-cell	0.0	0.0	0.0
ENSG00000149575	SCN2B	intermediate monocyte	0.0	0.0	0.0
ENSG00000149575	SCN2B	MAIT T-cell	0.0	0.0	0.0
ENSG00000149575	SCN2B	memory B-cell	0.0	0.0	0.0
ENSG00000149575	SCN2B	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000149575	SCN2B	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000149575	SCN2B	myeloid DC	0.0	0.0	0.0
ENSG00000149575	SCN2B	naive B-cell	0.0	0.0	0.0
ENSG00000149575	SCN2B	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000149575	SCN2B	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000149575	SCN2B	neutrophil	0.1	0.1	0.2
ENSG00000149575	SCN2B	NK-cell	0.0	0.0	0.0
ENSG00000149575	SCN2B	non-classical monocyte	0.0	0.0	0.0
ENSG00000149575	SCN2B	plasmacytoid DC	0.0	0.0	0.0
ENSG00000149575	SCN2B	T-reg	0.0	0.0	0.0
ENSG00000149575	SCN2B	total PBMC	0.0	0.0	0.0
ENSG00000149577	SIDT2	basophil	0.3	0.3	0.3
ENSG00000149577	SIDT2	classical monocyte	11.0	13.2	14.2
ENSG00000149577	SIDT2	eosinophil	0.4	0.5	0.5
ENSG00000149577	SIDT2	gdT-cell	2.0	2.5	1.9
ENSG00000149577	SIDT2	intermediate monocyte	68.2	82.2	83.6
ENSG00000149577	SIDT2	MAIT T-cell	1.5	1.8	1.5
ENSG00000149577	SIDT2	memory B-cell	12.2	15.0	18.4
ENSG00000149577	SIDT2	memory CD4 T-cell	1.1	1.3	1.1
ENSG00000149577	SIDT2	memory CD8 T-cell	1.3	1.6	1.3
ENSG00000149577	SIDT2	myeloid DC	9.8	11.9	11.5
ENSG00000149577	SIDT2	naive B-cell	17.3	21.6	21.3
ENSG00000149577	SIDT2	naive CD4 T-cell	1.5	1.8	1.7
ENSG00000149577	SIDT2	naive CD8 T-cell	1.2	1.5	1.3
ENSG00000149577	SIDT2	neutrophil	1.0	1.4	1.7
ENSG00000149577	SIDT2	NK-cell	1.5	1.8	1.5
ENSG00000149577	SIDT2	non-classical monocyte	117.8	141.7	152.0
ENSG00000149577	SIDT2	plasmacytoid DC	5.8	7.2	6.2
ENSG00000149577	SIDT2	T-reg	1.2	1.5	1.4
ENSG00000149577	SIDT2	total PBMC	4.3	5.1	9.6
ENSG00000149582	TMEM25	basophil	0.3	0.4	0.5
ENSG00000149582	TMEM25	classical monocyte	0.1	0.2	0.2
ENSG00000149582	TMEM25	eosinophil	0.2	0.2	0.2
ENSG00000149582	TMEM25	gdT-cell	5.5	6.7	5.0
ENSG00000149582	TMEM25	intermediate monocyte	0.1	0.1	0.1
ENSG00000149582	TMEM25	MAIT T-cell	6.7	8.2	7.1
ENSG00000149582	TMEM25	memory B-cell	2.5	3.0	4.0
ENSG00000149582	TMEM25	memory CD4 T-cell	6.8	8.2	7.3
ENSG00000149582	TMEM25	memory CD8 T-cell	2.8	3.5	2.9
ENSG00000149582	TMEM25	myeloid DC	0.4	0.5	0.5
ENSG00000149582	TMEM25	naive B-cell	2.1	2.6	2.5
ENSG00000149582	TMEM25	naive CD4 T-cell	8.8	10.8	10.0
ENSG00000149582	TMEM25	naive CD8 T-cell	5.0	6.1	5.4
ENSG00000149582	TMEM25	neutrophil	0.2	0.3	0.3
ENSG00000149582	TMEM25	NK-cell	7.3	8.9	7.4
ENSG00000149582	TMEM25	non-classical monocyte	0.1	0.2	0.2
ENSG00000149582	TMEM25	plasmacytoid DC	3.0	3.7	3.4
ENSG00000149582	TMEM25	T-reg	5.2	6.5	6.0
ENSG00000149582	TMEM25	total PBMC	1.6	2.0	3.5
ENSG00000149591	TAGLN	basophil	1.7	2.2	1.8
ENSG00000149591	TAGLN	classical monocyte	2.1	2.5	3.0
ENSG00000149591	TAGLN	eosinophil	0.1	0.1	0.1
ENSG00000149591	TAGLN	gdT-cell	0.4	0.5	0.3
ENSG00000149591	TAGLN	intermediate monocyte	35.5	42.8	42.0
ENSG00000149591	TAGLN	MAIT T-cell	0.5	0.6	0.5
ENSG00000149591	TAGLN	memory B-cell	2.6	3.2	3.9
ENSG00000149591	TAGLN	memory CD4 T-cell	0.1	0.1	0.1
ENSG00000149591	TAGLN	memory CD8 T-cell	0.0	0.1	0.0
ENSG00000149591	TAGLN	myeloid DC	2.9	3.6	3.4
ENSG00000149591	TAGLN	naive B-cell	4.9	6.1	5.7
ENSG00000149591	TAGLN	naive CD4 T-cell	0.2	0.2	0.2
ENSG00000149591	TAGLN	naive CD8 T-cell	0.1	0.1	0.1
ENSG00000149591	TAGLN	neutrophil	0.2	0.3	0.3
ENSG00000149591	TAGLN	NK-cell	0.0	0.0	0.0
ENSG00000149591	TAGLN	non-classical monocyte	53.3	63.9	63.9
ENSG00000149591	TAGLN	plasmacytoid DC	1.7	2.1	1.8
ENSG00000149591	TAGLN	T-reg	0.6	0.7	0.7
ENSG00000149591	TAGLN	total PBMC	1.0	1.2	2.4
ENSG00000149596	JPH2	basophil	0.0	0.0	0.0
ENSG00000149596	JPH2	classical monocyte	0.0	0.0	0.0
ENSG00000149596	JPH2	eosinophil	0.0	0.0	0.0
ENSG00000149596	JPH2	gdT-cell	0.0	0.0	0.0
ENSG00000149596	JPH2	intermediate monocyte	0.0	0.0	0.0
ENSG00000149596	JPH2	MAIT T-cell	0.0	0.0	0.0
ENSG00000149596	JPH2	memory B-cell	0.0	0.0	0.0
ENSG00000149596	JPH2	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000149596	JPH2	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000149596	JPH2	myeloid DC	0.0	0.0	0.0
ENSG00000149596	JPH2	naive B-cell	0.0	0.0	0.0
ENSG00000149596	JPH2	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000149596	JPH2	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000149596	JPH2	neutrophil	0.0	0.0	0.0
ENSG00000149596	JPH2	NK-cell	0.0	0.0	0.0
ENSG00000149596	JPH2	non-classical monocyte	0.0	0.0	0.0
ENSG00000149596	JPH2	plasmacytoid DC	0.0	0.0	0.0
ENSG00000149596	JPH2	T-reg	0.0	0.0	0.0
ENSG00000149596	JPH2	total PBMC	0.0	0.0	0.0
ENSG00000149599	DUSP15	basophil	0.0	0.0	0.0
ENSG00000149599	DUSP15	classical monocyte	0.0	0.0	0.0
ENSG00000149599	DUSP15	eosinophil	0.0	0.0	0.0
ENSG00000149599	DUSP15	gdT-cell	0.0	0.0	0.0
ENSG00000149599	DUSP15	intermediate monocyte	0.0	0.0	0.0
ENSG00000149599	DUSP15	MAIT T-cell	0.0	0.0	0.0
ENSG00000149599	DUSP15	memory B-cell	0.0	0.0	0.0
