Gene	Gene name	Immune cell	TPM	pTPM	nTPM
ENSG00000002549	LAP3	memory B-cell	22.0	27.0	32.8
ENSG00000002549	LAP3	memory CD4 T-cell	28.9	35.2	31.3
ENSG00000002549	LAP3	memory CD8 T-cell	35.7	43.8	36.3
ENSG00000002549	LAP3	myeloid DC	173.7	212.1	204.7
ENSG00000002549	LAP3	naive B-cell	16.9	21.1	23.6
ENSG00000002549	LAP3	naive CD4 T-cell	23.8	29.1	26.7
ENSG00000002549	LAP3	naive CD8 T-cell	26.8	32.8	28.4
ENSG00000002549	LAP3	neutrophil	17.7	23.5	28.2
ENSG00000002549	LAP3	NK-cell	58.5	72.4	54.2
ENSG00000002549	LAP3	non-classical monocyte	124.3	149.5	158.9
ENSG00000002549	LAP3	plasmacytoid DC	105.6	130.4	116.8
ENSG00000002549	LAP3	T-reg	51.1	63.2	60.3
ENSG00000002549	LAP3	total PBMC	53.2	62.6	135.7
ENSG00000002586	CD99	basophil	18.4	22.7	23.8
ENSG00000002586	CD99	classical monocyte	412.1	495.1	526.5
ENSG00000002586	CD99	eosinophil	14.5	18.0	18.4
ENSG00000002586	CD99	gdT-cell	1152.2	1411.3	1091.5
ENSG00000002586	CD99	intermediate monocyte	104.8	126.5	131.3
ENSG00000002586	CD99	MAIT T-cell	600.9	731.9	621.7
ENSG00000002586	CD99	memory B-cell	233.4	285.5	341.1
ENSG00000002586	CD99	memory CD4 T-cell	678.0	827.0	732.5
ENSG00000002586	CD99	memory CD8 T-cell	945.3	1160.1	961.1
ENSG00000002586	CD99	myeloid DC	421.4	514.3	496.9
ENSG00000002586	CD99	naive B-cell	158.6	197.0	232.9
ENSG00000002586	CD99	naive CD4 T-cell	241.3	295.0	268.2
ENSG00000002586	CD99	naive CD8 T-cell	532.4	650.3	551.3
ENSG00000002586	CD99	neutrophil	30.2	40.4	45.3
ENSG00000002586	CD99	NK-cell	394.3	487.0	378.3
ENSG00000002586	CD99	non-classical monocyte	26.2	31.5	32.5
ENSG00000002586	CD99	plasmacytoid DC	622.3	769.7	683.3
ENSG00000002586	CD99	T-reg	706.9	875.2	836.0
ENSG00000002586	CD99	total PBMC	526.6	621.2	1419.7
ENSG00000002587	HS3ST1	basophil	0.0	0.0	0.0
ENSG00000002587	HS3ST1	classical monocyte	0.0	0.0	0.0
ENSG00000002587	HS3ST1	eosinophil	0.0	0.0	0.0
ENSG00000002587	HS3ST1	gdT-cell	0.0	0.0	0.0
ENSG00000002587	HS3ST1	intermediate monocyte	0.2	0.3	0.3
ENSG00000002587	HS3ST1	MAIT T-cell	0.1	0.2	0.2
ENSG00000002587	HS3ST1	memory B-cell	9.1	11.2	15.0
ENSG00000002587	HS3ST1	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000002587	HS3ST1	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000002587	HS3ST1	myeloid DC	0.6	0.8	0.7
ENSG00000002587	HS3ST1	naive B-cell	22.1	27.5	26.7
ENSG00000002587	HS3ST1	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000002587	HS3ST1	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000002587	HS3ST1	neutrophil	0.0	0.0	0.0
ENSG00000002587	HS3ST1	NK-cell	0.0	0.0	0.0
ENSG00000002587	HS3ST1	non-classical monocyte	0.0	0.0	0.0
ENSG00000002587	HS3ST1	plasmacytoid DC	38.9	48.2	42.5
ENSG00000002587	HS3ST1	T-reg	0.0	0.0	0.0
ENSG00000002587	HS3ST1	total PBMC	0.5	0.6	1.1
ENSG00000002726	AOC1	basophil	0.1	0.1	0.2
ENSG00000002726	AOC1	classical monocyte	0.1	0.1	0.1
ENSG00000002726	AOC1	eosinophil	25.2	31.3	31.3
ENSG00000002726	AOC1	gdT-cell	0.0	0.0	0.0
ENSG00000002726	AOC1	intermediate monocyte	0.1	0.1	0.1
ENSG00000002726	AOC1	MAIT T-cell	0.0	0.0	0.0
ENSG00000002726	AOC1	memory B-cell	0.0	0.0	0.0
ENSG00000002726	AOC1	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000002726	AOC1	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000002726	AOC1	myeloid DC	1.2	1.5	1.4
ENSG00000002726	AOC1	naive B-cell	0.0	0.0	0.0
ENSG00000002726	AOC1	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000002726	AOC1	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000002726	AOC1	neutrophil	1.7	2.3	2.5
ENSG00000002726	AOC1	NK-cell	0.0	0.1	0.0
ENSG00000002726	AOC1	non-classical monocyte	0.0	0.0	0.0
ENSG00000002726	AOC1	plasmacytoid DC	0.0	0.1	0.0
ENSG00000002726	AOC1	T-reg	0.0	0.0	0.0
ENSG00000002726	AOC1	total PBMC	0.0	0.0	0.1
ENSG00000002745	WNT16	basophil	0.0	0.0	0.0
ENSG00000002745	WNT16	classical monocyte	0.0	0.0	0.0
ENSG00000002745	WNT16	eosinophil	0.0	0.0	0.0
ENSG00000002745	WNT16	gdT-cell	0.0	0.0	0.0
ENSG00000002745	WNT16	intermediate monocyte	0.0	0.0	0.0
ENSG00000002745	WNT16	MAIT T-cell	0.0	0.0	0.0
ENSG00000002745	WNT16	memory B-cell	10.4	12.7	15.6
ENSG00000002745	WNT16	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000002745	WNT16	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000002745	WNT16	myeloid DC	0.0	0.0	0.0
ENSG00000002745	WNT16	naive B-cell	10.3	12.8	15.5
ENSG00000002745	WNT16	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000002745	WNT16	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000002745	WNT16	neutrophil	0.0	0.1	0.1
ENSG00000002745	WNT16	NK-cell	0.0	0.0	0.0
ENSG00000002745	WNT16	non-classical monocyte	0.0	0.0	0.0
ENSG00000002745	WNT16	plasmacytoid DC	0.0	0.0	0.0
ENSG00000002745	WNT16	T-reg	0.0	0.0	0.0
ENSG00000002745	WNT16	total PBMC	0.2	0.2	0.4
ENSG00000002746	HECW1	basophil	1.3	1.6	2.1
ENSG00000002746	HECW1	classical monocyte	0.3	0.4	0.4
ENSG00000002746	HECW1	eosinophil	0.4	0.6	0.5
ENSG00000002746	HECW1	gdT-cell	0.3	0.4	0.3
ENSG00000002746	HECW1	intermediate monocyte	0.3	0.4	0.4
ENSG00000002746	HECW1	MAIT T-cell	0.2	0.2	0.2
ENSG00000002746	HECW1	memory B-cell	0.3	0.4	0.5
ENSG00000002746	HECW1	memory CD4 T-cell	0.2	0.2	0.2
ENSG00000002746	HECW1	memory CD8 T-cell	0.1	0.1	0.1
ENSG00000002746	HECW1	myeloid DC	0.0	0.0	0.0
ENSG00000002746	HECW1	naive B-cell	0.7	0.9	0.8
ENSG00000002746	HECW1	naive CD4 T-cell	0.2	0.2	0.2
ENSG00000002746	HECW1	naive CD8 T-cell	0.2	0.3	0.2
ENSG00000002746	HECW1	neutrophil	1.4	1.9	2.1
ENSG00000002746	HECW1	NK-cell	0.6	0.8	0.5
ENSG00000002746	HECW1	non-classical monocyte	0.4	0.5	0.5
ENSG00000002746	HECW1	plasmacytoid DC	0.6	0.8	0.7
ENSG00000002746	HECW1	T-reg	0.1	0.1	0.1
ENSG00000002746	HECW1	total PBMC	0.0	0.0	0.0
ENSG00000002822	MAD1L1	basophil	45.9	56.9	60.7
ENSG00000002822	MAD1L1	classical monocyte	29.2	35.2	36.3
ENSG00000002822	MAD1L1	eosinophil	20.5	25.4	25.4
ENSG00000002822	MAD1L1	gdT-cell	76.1	93.3	71.4
ENSG00000002822	MAD1L1	intermediate monocyte	51.0	61.6	62.4
ENSG00000002822	MAD1L1	MAIT T-cell	64.4	78.4	66.7
ENSG00000002822	MAD1L1	memory B-cell	35.8	43.8	54.8
ENSG00000002822	MAD1L1	memory CD4 T-cell	64.2	78.3	69.4
ENSG00000002822	MAD1L1	memory CD8 T-cell	71.0	87.2	72.3
ENSG00000002822	MAD1L1	myeloid DC	53.9	65.8	63.5
ENSG00000002822	MAD1L1	naive B-cell	49.4	61.6	63.2
ENSG00000002822	MAD1L1	naive CD4 T-cell	81.2	99.3	92.3
ENSG00000002822	MAD1L1	naive CD8 T-cell	62.3	76.2	66.2
ENSG00000002822	MAD1L1	neutrophil	5.5	7.3	8.6
ENSG00000002822	MAD1L1	NK-cell	21.7	26.6	22.7
ENSG00000002822	MAD1L1	non-classical monocyte	50.0	60.1	60.3
ENSG00000002822	MAD1L1	plasmacytoid DC	23.9	29.6	26.1
ENSG00000002822	MAD1L1	T-reg	111.4	137.9	131.9
ENSG00000002822	MAD1L1	total PBMC	23.4	27.6	53.6
ENSG00000002834	LASP1	basophil	17.9	22.0	21.8
ENSG00000002834	LASP1	classical monocyte	23.3	27.9	31.3
ENSG00000002834	LASP1	eosinophil	28.2	35.0	35.1
ENSG00000002834	LASP1	gdT-cell	32.7	40.0	30.8
ENSG00000002834	LASP1	intermediate monocyte	27.6	33.3	33.0
ENSG00000002834	LASP1	MAIT T-cell	20.3	24.7	20.3
ENSG00000002834	LASP1	memory B-cell	8.3	10.2	11.7
ENSG00000002834	LASP1	memory CD4 T-cell	14.2	17.3	15.3
ENSG00000002834	LASP1	memory CD8 T-cell	20.2	24.8	20.4
ENSG00000002834	LASP1	myeloid DC	23.3	28.5	27.3
ENSG00000002834	LASP1	naive B-cell	8.9	11.2	10.8
ENSG00000002834	LASP1	naive CD4 T-cell	11.4	13.9	12.7
ENSG00000002834	LASP1	naive CD8 T-cell	18.6	22.8	19.8
ENSG00000002834	LASP1	neutrophil	42.5	55.9	67.3
ENSG00000002834	LASP1	NK-cell	37.6	46.4	34.2
ENSG00000002834	LASP1	non-classical monocyte	34.3	41.3	42.3
ENSG00000002834	LASP1	plasmacytoid DC	19.2	23.8	20.6
ENSG00000002834	LASP1	T-reg	18.6	23.0	21.4
ENSG00000002834	LASP1	total PBMC	12.2	14.4	32.5
ENSG00000002919	SNX11	basophil	25.5	31.6	28.8
ENSG00000002919	SNX11	classical monocyte	27.4	32.9	34.6
ENSG00000002919	SNX11	eosinophil	28.7	35.6	35.8
ENSG00000002919	SNX11	gdT-cell	20.2	24.8	19.1
ENSG00000002919	SNX11	intermediate monocyte	35.0	42.3	43.3
ENSG00000002919	SNX11	MAIT T-cell	12.7	15.5	13.1
ENSG00000002919	SNX11	memory B-cell	15.4	18.9	22.2
ENSG00000002919	SNX11	memory CD4 T-cell	9.8	12.0	10.5
ENSG00000002919	SNX11	memory CD8 T-cell	12.8	15.7	12.9
ENSG00000002919	SNX11	myeloid DC	23.9	29.2	28.2
ENSG00000002919	SNX11	naive B-cell	16.0	19.9	21.3
ENSG00000002919	SNX11	naive CD4 T-cell	7.7	9.4	8.6
ENSG00000002919	SNX11	naive CD8 T-cell	14.0	17.1	14.8
ENSG00000002919	SNX11	neutrophil	59.5	79.0	93.4
ENSG00000002919	SNX11	NK-cell	17.7	21.9	16.8
ENSG00000002919	SNX11	non-classical monocyte	44.1	53.1	54.7
ENSG00000002919	SNX11	plasmacytoid DC	11.9	14.7	12.9
ENSG00000002919	SNX11	T-reg	8.8	10.9	10.1
ENSG00000002919	SNX11	total PBMC	10.4	12.3	24.1
ENSG00000002933	TMEM176A	basophil	0.0	0.0	0.0
ENSG00000002933	TMEM176A	classical monocyte	103.5	124.1	146.6
ENSG00000002933	TMEM176A	eosinophil	9.7	12.0	12.6
ENSG00000002933	TMEM176A	gdT-cell	0.3	0.4	0.3
ENSG00000002933	TMEM176A	intermediate monocyte	76.4	92.3	98.5
ENSG00000002933	TMEM176A	MAIT T-cell	0.3	0.4	0.4
ENSG00000002933	TMEM176A	memory B-cell	1.0	1.2	2.1
ENSG00000002933	TMEM176A	memory CD4 T-cell	0.1	0.1	0.1
ENSG00000002933	TMEM176A	memory CD8 T-cell	0.3	0.3	0.2
ENSG00000002933	TMEM176A	myeloid DC	26.7	32.5	31.0
ENSG00000002933	TMEM176A	naive B-cell	0.0	0.0	0.0
ENSG00000002933	TMEM176A	naive CD4 T-cell	0.2	0.2	0.2
ENSG00000002933	TMEM176A	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000002933	TMEM176A	neutrophil	1.2	1.6	1.8
ENSG00000002933	TMEM176A	NK-cell	0.3	0.4	0.3
ENSG00000002933	TMEM176A	non-classical monocyte	38.3	46.1	46.1
ENSG00000002933	TMEM176A	plasmacytoid DC	2.2	2.8	2.4
ENSG00000002933	TMEM176A	T-reg	0.3	0.4	0.4
ENSG00000002933	TMEM176A	total PBMC	17.6	20.8	53.3
ENSG00000003056	M6PR	basophil	503.9	626.5	708.6
ENSG00000003056	M6PR	classical monocyte	228.5	274.6	293.2
ENSG00000003056	M6PR	eosinophil	261.5	325.0	320.5
ENSG00000003056	M6PR	gdT-cell	187.7	230.2	177.9
ENSG00000003056	M6PR	intermediate monocyte	383.6	463.0	479.3
ENSG00000003056	M6PR	MAIT T-cell	194.3	236.9	202.0
ENSG00000003056	M6PR	memory B-cell	82.8	101.2	123.7
ENSG00000003056	M6PR	memory CD4 T-cell	195.5	238.3	211.4
ENSG00000003056	M6PR	memory CD8 T-cell	192.9	236.7	195.6
ENSG00000003056	M6PR	myeloid DC	284.3	346.9	334.8
ENSG00000003056	M6PR	naive B-cell	78.4	97.5	112.0
ENSG00000003056	M6PR	naive CD4 T-cell	135.7	165.9	153.3
ENSG00000003056	M6PR	naive CD8 T-cell	162.1	198.2	171.2
ENSG00000003056	M6PR	neutrophil	28.4	37.8	44.8
ENSG00000003056	M6PR	NK-cell	190.3	233.8	186.8
ENSG00000003056	M6PR	non-classical monocyte	458.0	550.9	571.2
ENSG00000003056	M6PR	plasmacytoid DC	185.9	229.5	205.6
ENSG00000003056	M6PR	T-reg	153.0	189.7	182.9
ENSG00000003056	M6PR	total PBMC	187.3	221.0	498.6
ENSG00000003096	KLHL13	basophil	2.2	2.7	2.4
ENSG00000003096	KLHL13	classical monocyte	0.0	0.0	0.0
ENSG00000003096	KLHL13	eosinophil	5.9	7.3	7.3
ENSG00000003096	KLHL13	gdT-cell	0.0	0.0	0.0
ENSG00000003096	KLHL13	intermediate monocyte	0.0	0.0	0.0
ENSG00000003096	KLHL13	MAIT T-cell	0.0	0.0	0.0
ENSG00000003096	KLHL13	memory B-cell	0.0	0.0	0.0
ENSG00000003096	KLHL13	memory CD4 T-cell	0.0	0.1	0.0
ENSG00000003096	KLHL13	memory CD8 T-cell	0.1	0.1	0.1
ENSG00000003096	KLHL13	myeloid DC	0.8	1.0	0.9
ENSG00000003096	KLHL13	naive B-cell	0.0	0.0	0.0
ENSG00000003096	KLHL13	naive CD4 T-cell	0.5	0.6	0.6
ENSG00000003096	KLHL13	naive CD8 T-cell	0.5	0.7	0.6
ENSG00000003096	KLHL13	neutrophil	0.0	0.0	0.0
ENSG00000003096	KLHL13	NK-cell	1.2	1.4	1.1
ENSG00000003096	KLHL13	non-classical monocyte	0.0	0.0	0.0
ENSG00000003096	KLHL13	plasmacytoid DC	3.7	4.6	4.1
ENSG00000003096	KLHL13	T-reg	0.2	0.3	0.2
ENSG00000003096	KLHL13	total PBMC	0.1	0.1	0.3
ENSG00000003137	CYP26B1	basophil	0.0	0.0	0.0
ENSG00000003137	CYP26B1	classical monocyte	0.0	0.0	0.0
ENSG00000003137	CYP26B1	eosinophil	0.0	0.0	0.0
ENSG00000003137	CYP26B1	gdT-cell	0.0	0.0	0.0
ENSG00000003137	CYP26B1	intermediate monocyte	0.0	0.0	0.0
ENSG00000003137	CYP26B1	MAIT T-cell	0.0	0.0	0.0
ENSG00000003137	CYP26B1	memory B-cell	0.0	0.0	0.0
ENSG00000003137	CYP26B1	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000003137	CYP26B1	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000003137	CYP26B1	myeloid DC	0.0	0.0	0.0
ENSG00000003137	CYP26B1	naive B-cell	0.0	0.0	0.0
ENSG00000003137	CYP26B1	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000003137	CYP26B1	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000003137	CYP26B1	neutrophil	0.0	0.0	0.0
ENSG00000003137	CYP26B1	NK-cell	0.0	0.0	0.0
ENSG00000003137	CYP26B1	non-classical monocyte	0.0	0.0	0.0
ENSG00000003137	CYP26B1	plasmacytoid DC	0.0	0.0	0.0
ENSG00000003137	CYP26B1	T-reg	0.0	0.0	0.0
ENSG00000003137	CYP26B1	total PBMC	0.0	0.0	0.0
ENSG00000003147	ICA1	basophil	0.6	0.7	1.0
ENSG00000003147	ICA1	classical monocyte	1.9	2.3	2.4
ENSG00000003147	ICA1	eosinophil	0.1	0.1	0.2
ENSG00000003147	ICA1	gdT-cell	0.3	0.4	0.3
ENSG00000003147	ICA1	intermediate monocyte	0.7	0.9	0.8
ENSG00000003147	ICA1	MAIT T-cell	0.5	0.7	0.5
ENSG00000003147	ICA1	memory B-cell	0.2	0.3	0.4
ENSG00000003147	ICA1	memory CD4 T-cell	5.0	6.1	5.4
ENSG00000003147	ICA1	memory CD8 T-cell	0.4	0.5	0.4
ENSG00000003147	ICA1	myeloid DC	2.0	2.5	2.4
ENSG00000003147	ICA1	naive B-cell	0.3	0.4	0.7
ENSG00000003147	ICA1	naive CD4 T-cell	0.3	0.4	0.4
ENSG00000003147	ICA1	naive CD8 T-cell	0.2	0.2	0.2
ENSG00000003147	ICA1	neutrophil	2.2	2.9	3.4
ENSG00000003147	ICA1	NK-cell	1.0	1.2	0.9
ENSG00000003147	ICA1	non-classical monocyte	0.3	0.4	0.4
ENSG00000003147	ICA1	plasmacytoid DC	0.6	0.7	0.6
ENSG00000003147	ICA1	T-reg	25.4	31.4	30.0
ENSG00000003147	ICA1	total PBMC	0.7	0.8	1.3
ENSG00000003249	DBNDD1	basophil	0.0	0.0	0.0
ENSG00000003249	DBNDD1	classical monocyte	0.0	0.0	0.0
ENSG00000003249	DBNDD1	eosinophil	0.6	0.8	0.7
ENSG00000003249	DBNDD1	gdT-cell	0.0	0.0	0.0
ENSG00000003249	DBNDD1	intermediate monocyte	0.0	0.0	0.0
ENSG00000003249	DBNDD1	MAIT T-cell	0.0	0.0	0.0
ENSG00000003249	DBNDD1	memory B-cell	0.9	1.1	1.2
ENSG00000003249	DBNDD1	memory CD4 T-cell	0.6	0.7	0.6
ENSG00000003249	DBNDD1	memory CD8 T-cell	0.4	0.5	0.5
ENSG00000003249	DBNDD1	myeloid DC	0.0	0.0	0.0
ENSG00000003249	DBNDD1	naive B-cell	11.4	14.3	12.9
ENSG00000003249	DBNDD1	naive CD4 T-cell	2.5	3.1	2.9
ENSG00000003249	DBNDD1	naive CD8 T-cell	0.5	0.6	0.5
ENSG00000003249	DBNDD1	neutrophil	0.0	0.0	0.0
ENSG00000003249	DBNDD1	NK-cell	0.0	0.0	0.0
ENSG00000003249	DBNDD1	non-classical monocyte	0.0	0.0	0.0
ENSG00000003249	DBNDD1	plasmacytoid DC	0.1	0.1	0.1
ENSG00000003249	DBNDD1	T-reg	0.0	0.0	0.0
ENSG00000003249	DBNDD1	total PBMC	0.4	0.5	1.0
ENSG00000003393	ALS2	basophil	15.7	19.6	22.8
ENSG00000003393	ALS2	classical monocyte	0.7	0.8	0.8
ENSG00000003393	ALS2	eosinophil	5.4	6.8	6.8
ENSG00000003393	ALS2	gdT-cell	1.7	2.1	1.6
ENSG00000003393	ALS2	intermediate monocyte	1.3	1.6	1.7
ENSG00000003393	ALS2	MAIT T-cell	1.8	2.3	1.9
ENSG00000003393	ALS2	memory B-cell	0.8	1.0	1.2
ENSG00000003393	ALS2	memory CD4 T-cell	1.2	1.5	1.3
ENSG00000003393	ALS2	memory CD8 T-cell	1.2	1.5	1.3
ENSG00000003393	ALS2	myeloid DC	1.1	1.4	1.3
ENSG00000003393	ALS2	naive B-cell	0.9	1.1	1.0
ENSG00000003393	ALS2	naive CD4 T-cell	1.3	1.6	1.5
ENSG00000003393	ALS2	naive CD8 T-cell	1.5	1.9	1.5
ENSG00000003393	ALS2	neutrophil	0.6	0.8	1.0
ENSG00000003393	ALS2	NK-cell	3.1	3.8	3.1
ENSG00000003393	ALS2	non-classical monocyte	1.0	1.2	1.2
ENSG00000003393	ALS2	plasmacytoid DC	0.7	0.9	0.8
ENSG00000003393	ALS2	T-reg	1.8	2.3	2.2
ENSG00000003393	ALS2	total PBMC	0.4	0.4	0.8
ENSG00000003400	CASP10	basophil	4.8	5.9	5.8
ENSG00000003400	CASP10	classical monocyte	8.8	10.5	11.2
ENSG00000003400	CASP10	eosinophil	0.6	0.8	0.7
ENSG00000003400	CASP10	gdT-cell	6.5	8.0	6.1
ENSG00000003400	CASP10	intermediate monocyte	12.2	14.7	15.1
ENSG00000003400	CASP10	MAIT T-cell	5.0	6.1	5.3
ENSG00000003400	CASP10	memory B-cell	5.4	6.6	7.7
ENSG00000003400	CASP10	memory CD4 T-cell	4.8	5.8	5.1
ENSG00000003400	CASP10	memory CD8 T-cell	3.5	4.3	3.6
ENSG00000003400	CASP10	myeloid DC	5.1	6.2	6.0
ENSG00000003400	CASP10	naive B-cell	3.8	4.7	7.2
ENSG00000003400	CASP10	naive CD4 T-cell	6.3	7.7	7.1
ENSG00000003400	CASP10	naive CD8 T-cell	5.7	7.0	6.2
ENSG00000003400	CASP10	neutrophil	1.3	1.8	2.0
ENSG00000003400	CASP10	NK-cell	10.2	12.5	9.9
ENSG00000003400	CASP10	non-classical monocyte	14.8	17.8	18.1
ENSG00000003400	CASP10	plasmacytoid DC	5.7	7.0	6.2
ENSG00000003400	CASP10	T-reg	1.0	1.3	1.1
ENSG00000003400	CASP10	total PBMC	3.0	3.6	6.8
ENSG00000003402	CFLAR	basophil	74.5	92.1	92.4
ENSG00000003402	CFLAR	classical monocyte	48.5	58.4	60.4
ENSG00000003402	CFLAR	eosinophil	57.3	71.1	70.5
ENSG00000003402	CFLAR	gdT-cell	58.5	71.8	54.6
ENSG00000003402	CFLAR	intermediate monocyte	50.8	61.4	61.9
ENSG00000003402	CFLAR	MAIT T-cell	46.9	57.2	48.4
ENSG00000003402	CFLAR	memory B-cell	17.4	21.3	25.8
ENSG00000003402	CFLAR	memory CD4 T-cell	43.2	52.7	46.7
ENSG00000003402	CFLAR	memory CD8 T-cell	51.4	63.1	52.0
ENSG00000003402	CFLAR	myeloid DC	28.4	34.6	33.5
ENSG00000003402	CFLAR	naive B-cell	14.4	17.9	20.9
ENSG00000003402	CFLAR	naive CD4 T-cell	26.0	31.8	29.6
ENSG00000003402	CFLAR	naive CD8 T-cell	36.4	44.5	38.4
ENSG00000003402	CFLAR	neutrophil	250.6	333.5	394.0
ENSG00000003402	CFLAR	NK-cell	48.0	59.2	45.3
ENSG00000003402	CFLAR	non-classical monocyte	55.2	66.4	68.8
ENSG00000003402	CFLAR	plasmacytoid DC	21.1	26.1	23.1
ENSG00000003402	CFLAR	T-reg	51.8	64.1	60.9
ENSG00000003402	CFLAR	total PBMC	18.3	21.6	42.0
ENSG00000003436	TFPI	basophil	2.0	2.5	3.3
ENSG00000003436	TFPI	classical monocyte	0.2	0.3	0.3
ENSG00000003436	TFPI	eosinophil	0.8	1.0	1.0
ENSG00000003436	TFPI	gdT-cell	0.3	0.4	0.3
ENSG00000003436	TFPI	intermediate monocyte	0.3	0.4	0.4
ENSG00000003436	TFPI	MAIT T-cell	0.1	0.1	0.1
ENSG00000003436	TFPI	memory B-cell	0.3	0.4	0.6
ENSG00000003436	TFPI	memory CD4 T-cell	0.1	0.2	0.1
ENSG00000003436	TFPI	memory CD8 T-cell	0.0	0.1	0.0
ENSG00000003436	TFPI	myeloid DC	0.3	0.4	0.4
ENSG00000003436	TFPI	naive B-cell	1.3	1.6	1.5
ENSG00000003436	TFPI	naive CD4 T-cell	0.2	0.2	0.2
ENSG00000003436	TFPI	naive CD8 T-cell	0.3	0.3	0.3
ENSG00000003436	TFPI	neutrophil	1.0	1.3	1.4
ENSG00000003436	TFPI	NK-cell	0.6	0.8	0.5
ENSG00000003436	TFPI	non-classical monocyte	0.8	1.0	1.0
ENSG00000003436	TFPI	plasmacytoid DC	2.6	3.2	2.8
ENSG00000003436	TFPI	T-reg	0.1	0.1	0.1
ENSG00000003436	TFPI	total PBMC	1.4	1.7	2.7
ENSG00000003509	NDUFAF7	basophil	2.1	2.6	2.8
ENSG00000003509	NDUFAF7	classical monocyte	3.4	4.1	4.3
ENSG00000003509	NDUFAF7	eosinophil	2.0	2.5	2.5
ENSG00000003509	NDUFAF7	gdT-cell	4.4	5.5	4.2
ENSG00000003509	NDUFAF7	intermediate monocyte	3.0	3.6	3.7
ENSG00000003509	NDUFAF7	MAIT T-cell	1.8	2.2	1.8
ENSG00000003509	NDUFAF7	memory B-cell	3.1	3.8	4.7
ENSG00000003509	NDUFAF7	memory CD4 T-cell	3.4	4.1	3.6
ENSG00000003509	NDUFAF7	memory CD8 T-cell	3.5	4.3	3.5
ENSG00000003509	NDUFAF7	myeloid DC	4.5	5.5	5.3
ENSG00000003509	NDUFAF7	naive B-cell	3.0	3.7	4.1
ENSG00000003509	NDUFAF7	naive CD4 T-cell	3.2	3.9	3.5
ENSG00000003509	NDUFAF7	naive CD8 T-cell	3.0	3.6	3.1
ENSG00000003509	NDUFAF7	neutrophil	1.6	2.2	2.5
ENSG00000003509	NDUFAF7	NK-cell	4.0	5.0	4.1
ENSG00000003509	NDUFAF7	non-classical monocyte	2.3	2.7	2.7
ENSG00000003509	NDUFAF7	plasmacytoid DC	3.8	4.7	4.2
ENSG00000003509	NDUFAF7	T-reg	3.8	4.8	4.5
ENSG00000003509	NDUFAF7	total PBMC	1.0	1.2	2.0
ENSG00000003756	RBM5	basophil	41.0	50.9	54.6
ENSG00000003756	RBM5	classical monocyte	16.9	20.3	21.5
ENSG00000003756	RBM5	eosinophil	23.9	29.7	29.3
ENSG00000003756	RBM5	gdT-cell	26.5	32.6	24.9
ENSG00000003756	RBM5	intermediate monocyte	17.8	21.5	22.2
ENSG00000003756	RBM5	MAIT T-cell	22.9	28.0	23.3
ENSG00000003756	RBM5	memory B-cell	13.6	16.7	20.6
ENSG00000003756	RBM5	memory CD4 T-cell	20.6	25.1	22.3
ENSG00000003756	RBM5	memory CD8 T-cell	25.7	31.5	25.9
ENSG00000003756	RBM5	myeloid DC	15.7	19.1	18.4
ENSG00000003756	RBM5	naive B-cell	15.7	19.6	19.7
ENSG00000003756	RBM5	naive CD4 T-cell	24.6	30.1	28.1
ENSG00000003756	RBM5	naive CD8 T-cell	20.9	25.5	22.4
ENSG00000003756	RBM5	neutrophil	25.2	33.5	39.4
ENSG00000003756	RBM5	NK-cell	23.5	28.8	23.0
ENSG00000003756	RBM5	non-classical monocyte	18.5	22.2	22.7
ENSG00000003756	RBM5	plasmacytoid DC	12.9	15.9	14.0
ENSG00000003756	RBM5	T-reg	24.6	30.4	28.6
ENSG00000003756	RBM5	total PBMC	7.3	8.6	17.0
ENSG00000003987	MTMR7	basophil	0.0	0.0	0.0
ENSG00000003987	MTMR7	classical monocyte	0.0	0.0	0.0
ENSG00000003987	MTMR7	eosinophil	0.0	0.0	0.0
ENSG00000003987	MTMR7	gdT-cell	0.0	0.0	0.0
ENSG00000003987	MTMR7	intermediate monocyte	0.0	0.0	0.0
ENSG00000003987	MTMR7	MAIT T-cell	0.0	0.0	0.0
ENSG00000003987	MTMR7	memory B-cell	0.0	0.0	0.0
ENSG00000003987	MTMR7	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000003987	MTMR7	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000003987	MTMR7	myeloid DC	0.0	0.0	0.0
ENSG00000003987	MTMR7	naive B-cell	0.0	0.0	0.0
